,_id,price,type,title,mobile,address,city,age,url,rooms,bathrooms,m2,elevator,floor,balcony,terrace,heating,air_conditioning,parking,pool,id,transfer_taxes,insurance,ibi,community,maintenance,costs,amount_to_pay,total_mortgage,monthly_mortgage,incomes,rentability
28779,6407c4bd4d7c3f56aba57724,65260,Piso,Piso con calefacción en Nuevo Cáceres,924 150 618,Nuevo Cáceres,Cáceres Capital,21,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion/162342897/d?from=list,2,1,65,No,0,No,No,Yes,Yes,No,No,28947,6526.0,112.5,97.5,25.043,165.26,33.358583333333335,0,0.0,0.0,583.0,9.187999052740087
14934,6407c4bd4d7c3f56aba5410f,75000,Piso,Piso con terraza en Mejostilla,927 920 764,Mejostilla,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/parking-terraza/165358161/d?from=list,3,1,52,No,4,No,Yes,No,No,No,No,15075,7500.0,120.0,78.0,30.4,175.0,33.61666666666667,0,0.0,0.0,665.0,9.183757575757575
29135,6407c4bd4d7c3f56aba57888,65000,Piso,Piso con aire acondicionado en Nuevo Cáceres,927 920 478,Nuevo Cáceres,Cáceres Capital,64,/es/comprar/vivienda/caceres-capital/aire-acondicionado-trastero-patio-amueblado/164318643/d?from=list,2,1,73,No,0,No,No,No,Yes,No,No,29303,6500.0,132.5,109.5,24.9,165.0,35.99166666666667,0,0.0,0.0,583.0,9.18055944055944
30043,6407c4bd4d7c3f56aba57c14,77000,Casa o chalet,Casa o chalet con terraza en Aguas Vivas - La Zambomba,924 150 618,Aguas Vivas - La Zambomba,Cáceres Capital,139,/es/comprar/vivienda/caceres-capital/terraza/164368629/d?from=list,4,1,114,No,0,No,Yes,No,No,No,No,30211,7700.0,235.0,171.0,31.5,177.0,51.208333333333336,0,0.0,0.0,699.0,9.177685950413224
19442,6407c4bd4d7c3f56aba552ab,74000,Piso,Piso con terraza en La Cañada,927 920 764,La Cañada,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/parking-terraza/165357991/d?from=list,3,1,90,No,4,No,Yes,No,No,No,No,19602,7400.0,175.0,135.0,29.85,174.0,42.82083333333333,0,0.0,0.0,665.0,9.172174447174447
23898,6407c4bd4d7c3f56aba56413,75000,Casa o chalet,Casa o chalet con balcón en Centro,927 920 764,Centro,Cáceres Capital,105,/es/comprar/vivienda/caceres-capital/aire-acondicionado/165652476/d?from=list,3,1,80,No,0,Yes,No,No,Yes,No,No,24058,7500.0,150.0,120.0,30.4,175.0,39.61666666666667,0,0.0,0.0,670.0,9.169212121212121
2561,6407c4bd4d7c3f56aba510ba,89900,Casa o chalet,Casa o chalet con terraza en Aguas Vivas - La Zambomba,927 131 359,Aguas Vivas - La Zambomba,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/terraza-patio/162520273/d?from=list,4,1,155,No,0,No,Yes,No,No,No,No,2611,8990.0,337.5,232.5,38.595,189.9,66.54125,0,0.0,0.0,822.0,9.167261603802206
26954,6407c4bd4d7c3f56aba57003,78000,Ático,"Ático con terraza en Berrocala, Centro",927 920 486,Centro,Cáceres Capital,69,/es/comprar/vivienda/caceres-capital/terraza/176259595/d?from=list,2,1,52,No,0,No,Yes,No,No,No,No,27114,7800.0,120.0,78.0,32.050000000000004,178.0,34.00416666666667,0,0.0,0.0,689.0,9.160780885780886
25847,6407c4bd4d7c3f56aba56bb0,124000,Piso,Piso con 1 baño en Ciudad Monumental,927 920 171,Ciudad Monumental,Cáceres Capital,23,/es/comprar/vivienda/caceres-capital/trastero-patio/176311727/d?from=list,3,1,156,No,0,No,No,No,No,No,No,26007,12400.0,340.0,234.0,57.35,224.0,71.27916666666667,24000,36733.86671058184,102.0385186405051,936.0,9.152187776313939
5882,6407c4bd4d7c3f56aba51db3,69000,Piso,Piso con 1 baño en Nuevo Cáceres,927 920 847,Nuevo Cáceres,Cáceres Capital,47,/es/comprar/vivienda/caceres-capital/nuevo-caceres/176100128/d?from=list,3,1,75,No,0,No,No,No,No,No,No,5946,6900.0,137.5,112.5,27.1,169.0,37.175000000000004,0,0.0,0.0,616.0,9.151383399209486
5783,6407c4bd4d7c3f56aba51d50,69000,Piso,Piso con 1 baño en Mejostilla,924 155 013,Mejostilla,Cáceres Capital,64,/es/comprar/vivienda/caceres-capital/parking/165176411/d?from=list,3,1,75,No,2,No,No,No,No,No,No,5847,6900.0,137.5,112.5,27.1,169.0,37.175000000000004,0,0.0,0.0,616.0,9.151383399209486
27989,6407c4bd4d7c3f56aba5740e,77000,Piso,Piso con terraza en Centro,924 150 618,Centro,Cáceres Capital,35,/es/comprar/vivienda/caceres-capital/terraza-ascensor-amueblado/176622473/d?from=list,4,1,95,Yes,5,No,No,No,No,No,No,28157,7700.0,187.5,142.5,41.5,177.0,45.708333333333336,0,0.0,0.0,690.0,9.12809917355372
37016,6407c4bd4d7c3f56aba59751,67300,Piso,"Piso en C/ Consolación, Ciudad Monumental",910 304 295,Ciudad Monumental,Cáceres Capital,6,/es/comprar/vivienda/caceres-capital/ciudad-monumental/176593783/d?from=list,0,0,78,No,0,No,No,No,No,No,No,37267,6730.0,145.0,117.0,26.165,167.3,37.95541666666667,0,0.0,0.0,600.0,9.110543023098744
15586,6407c4bd4d7c3f56aba5439b,72000,Estudio,Estudio con ascensor en Centro,927 136 129,Centro,Cáceres Capital,35,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-ascensor-amueblado/156427549/d?from=list,1,1,45,Yes,1,No,No,No,No,No,No,15727,7200.0,137.5,67.5,38.75,172.0,34.645833333333336,0,0.0,0.0,635.5,9.10385101010101
4123,6407c4bd4d7c3f56aba516d4,75000,Piso,Piso con terraza en Nuevo Cáceres,927 920 167,Nuevo Cáceres,Cáceres Capital,13,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza/163702114/d?from=list,3,1,80,No,2,No,Yes,No,No,No,No,4173,7500.0,150.0,120.0,30.4,175.0,39.61666666666667,0,0.0,0.0,665.0,9.096484848484849
29208,6407c4bd4d7c3f56aba578d1,70000,Piso,Piso con 1 baño en Nuevo Cáceres,924 150 618,Nuevo Cáceres,Cáceres Capital,41,/es/comprar/vivienda/caceres-capital/nuevo-caceres/176542078/d?from=list,3,1,58,No,4,No,No,No,No,No,No,29376,7000.0,105.0,87.0,27.65,170.0,32.47083333333333,0,0.0,0.0,616.0,9.093961038961039
29136,6407c4bd4d7c3f56aba57889,70000,Piso,Piso con balcón en Mejostilla,927 920 478,Mejostilla,Cáceres Capital,64,/es/comprar/vivienda/caceres-capital/aire-acondicionado-no-amueblado/163906292/d?from=list,3,1,58,No,0,Yes,No,No,Yes,No,No,29304,7000.0,105.0,87.0,27.65,170.0,32.47083333333333,0,0.0,0.0,616.0,9.093961038961039
28710,6407c4bd4d7c3f56aba576df,106000,Casa o chalet,Casa o chalet con 2 baños en La Cañada,930 441 809,La Cañada,Cáceres Capital,39,/es/comprar/vivienda/caceres-capital/la-canada/176254264/d?from=list,4,2,141,No,0,No,No,No,No,No,No,28878,10600.0,302.5,211.5,47.45,206.0,63.95416666666667,6000,9183.46667764546,25.509629660126276,846.0,9.078434444078484
4268,6407c4bd4d7c3f56aba51765,75000,Piso,Piso con terraza en Ciudad Monumental,927 920 167,Ciudad Monumental,Cáceres Capital,1,/es/comprar/vivienda/caceres-capital/terraza-no-amueblado/159708664/d?from=list,3,1,105,No,2,No,Yes,No,No,No,No,4318,7500.0,212.5,157.5,30.4,175.0,47.949999999999996,0,0.0,0.0,672.0,9.077090909090908
5828,6407c4bd4d7c3f56aba51d7d,75000,Piso,Piso con ascensor en Centro,927 920 764,Centro,Cáceres Capital,74,/es/comprar/vivienda/caceres-capital/ascensor/165650521/d?from=list,3,1,100,Yes,1,No,No,No,No,No,No,5892,7500.0,200.0,150.0,40.4,175.0,47.11666666666667,0,0.0,0.0,670.5,9.06739393939394
31644,6407c4bd4d7c3f56aba58255,106000,Casa adosada,"Casa adosada en Calle Perú, 10, Nuevo Cáceres",Unknown,Nuevo Cáceres,Cáceres Capital,374,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-trastero/162770265/d?from=list,3,2,165,No,0,Yes,Yes,No,No,No,No,31812,10600.0,362.5,247.5,47.45,206.0,71.95416666666667,6000,9183.46667764546,25.509629660126276,852.0,9.054434444078483
25728,6407c4bd4d7c3f56aba56b39,70000,Piso,Piso con balcón en Ciudad Monumental,927 920 478,Ciudad Monumental,Cáceres Capital,104,/es/comprar/vivienda/caceres-capital/aire-acondicionado-no-amueblado/164816838/d?from=list,3,1,70,No,0,Yes,No,No,Yes,No,No,25888,7000.0,125.0,105.0,27.65,170.0,35.637499999999996,0,0.0,0.0,616.0,9.044610389610389
32082,6407c4bd4d7c3f56aba5840b,66000,Piso,Piso con 1 baño en Ciudad Monumental,927 135 081,Ciudad Monumental,Cáceres Capital,203,/es/comprar/vivienda/caceres-capital/amueblado/155299440/d?from=list,2,1,75,No,2,No,No,No,No,No,No,32250,6600.0,137.5,112.5,25.450000000000003,166.0,36.7875,0,0.0,0.0,583.0,9.028305785123965
26563,6407c4bd4d7c3f56aba56e7c,72500,Piso,Piso con terraza en La Cañada,927 920 786,La Cañada,Cáceres Capital,18,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor/176844778/d?from=list,3,1,78,Yes,1,No,No,No,No,No,No,26723,7250.0,145.0,117.0,39.025,172.5,39.46041666666667,0,0.0,0.0,638.5,9.013761755485895
1453,6407c4bd4d7c3f56aba50c66,115000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 131 359,Ciudad Monumental,Cáceres Capital,102,/es/comprar/vivienda/caceres-capital/terraza-trastero-patio/159976097/d?from=list,2,1,147,No,0,No,No,No,No,No,No,1503,11500.0,317.5,220.5,52.400000000000006,215.0,67.11666666666666,15000,22958.666694113646,63.77407415031569,882.0,9.013311110196213
13705,6407c4bd4d7c3f56aba53c42,100000,Piso,Piso con balcón en Centro,Unknown,Centro,Cáceres Capital,1292,/es/comprar/vivienda/caceres-capital/calefaccion-trastero-zona-comunitaria-ascensor-parking/152441297/d?from=list,3,1,75,Yes,0,No,No,No,No,Yes,No,13846,10000.0,137.5,112.5,54.15,200.0,42.012499999999996,0,0.0,0.0,792.25,9.002849999999999
16579,6407c4bd4d7c3f56aba5477c,75000,Piso,Piso con terraza en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/terraza/176100383/d?from=list,3,2,100,No,4,No,Yes,No,No,No,No,16720,7500.0,200.0,150.0,30.4,175.0,46.28333333333333,0,0.0,0.0,665.0,8.999515151515151
14301,6407c4bd4d7c3f56aba53e96,100000,Piso,"Piso en Avenida de la Hispanidad, Centro",Unknown,Centro,Cáceres Capital,383,/es/comprar/vivienda/caceres-capital/ascensor-parking/162694269/d?from=list,3,1,76,Yes,0,No,No,No,No,Yes,No,14442,10000.0,140.0,114.0,54.15,200.0,42.34583333333333,0,0.0,0.0,792.25,8.99885
26602,6407c4bd4d7c3f56aba56ea3,100000,Casa o chalet,"Casa o chalet con 1 baño en Escampleros, Aguas Vivas - La Zambomba",927 920 486,Aguas Vivas - La Zambomba,Cáceres Capital,43,/es/comprar/vivienda/caceres-capital/aguas-vivas-la-zambomba/164168086/d?from=list,4,1,135,No,0,No,No,No,No,No,No,26762,10000.0,287.5,202.5,44.15,200.0,61.17916666666667,0,0.0,0.0,810.0,8.985850000000001
6982,6407c4bd4d7c3f56aba521ff,73000,Apartamento,"Apartamento en Calle Amistad, Ciudad Monumental",927 920 589,Ciudad Monumental,Cáceres Capital,13,/es/comprar/vivienda/caceres-capital/aire-acondicionado-trastero-parking/161797073/d?from=list,2,1,65,No,1,No,No,No,No,Yes,No,7046,7300.0,112.5,97.5,29.300000000000004,173.0,34.358333333333334,0,0.0,0.0,635.5,8.983437110834371
31031,6407c4bd4d7c3f56aba57ff0,69000,Apartamento,Apartamento con calefacción en Centro,927 920 847,Centro,Cáceres Capital,48,/es/comprar/vivienda/caceres-capital/calefaccion/176099142/d?from=list,1,1,60,No,3,No,No,Yes,No,No,No,31199,6900.0,100.0,90.0,27.1,169.0,32.175000000000004,0,0.0,0.0,600.0,8.977470355731226
21719,6407c4bd4d7c3f56aba55b90,70000,Piso,Piso con aire acondicionado en Nuevo Cáceres,927 920 171,Nuevo Cáceres,Cáceres Capital,42,/es/comprar/vivienda/caceres-capital/aire-acondicionado/162994795/d?from=list,3,1,84,No,1,No,No,No,Yes,No,No,21879,7000.0,160.0,126.0,27.65,170.0,40.30416666666667,0,0.0,0.0,616.0,8.971883116883117
5990,6407c4bd4d7c3f56aba51e1f,79000,Piso,Piso con terraza en Centro,924 150 618,Centro,Cáceres Capital,144,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza/164047947/d?from=list,2,1,78,No,3,No,Yes,No,No,No,No,6054,7900.0,145.0,117.0,32.6,179.0,39.46666666666667,0,0.0,0.0,689.0,8.969390103567317
39600,6407c4bd4d7c3f56aba5a169,107000,Casa adosada,"Casa adosada con 2 baños en Calle Malpartida de Cáceres, La Cañada",910 925 039,La Cañada,Cáceres Capital,182,/es/comprar/vivienda/caceres-capital/parking/164721204/d?from=list,4,2,140,No,0,No,No,No,No,No,No,39851,10700.0,300.0,210.0,48.0,207.0,63.75,7000,10714.044457253036,29.761234603480656,840.0,8.957865184758232
40327,6407c4bd4d7c3f56aba5a440,105000,Casa o chalet,Casa o chalet con terraza en La Cañada,927 920 847,La Cañada,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/calefaccion-terraza/176099085/d?from=list,4,2,160,No,0,No,Yes,Yes,No,No,No,40578,10500.0,350.0,240.0,46.9,205.0,70.15833333333333,5000,7652.888898037882,21.258024716771896,837.0,8.947003703398737
24293,6407c4bd4d7c3f56aba5659e,70000,Piso,Piso con calefacción en Ciudad Monumental,927 135 098,Ciudad Monumental,Cáceres Capital,8,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-no-amueblado/162815124/d?from=list,3,2,89,No,2,No,No,Yes,No,No,No,24453,7000.0,172.5,133.5,27.65,170.0,41.97083333333333,0,0.0,0.0,616.0,8.945909090909092
31497,6407c4bd4d7c3f56aba581c2,72000,Piso,Piso con ascensor en Ciudad Monumental,927 135 081,Ciudad Monumental,Cáceres Capital,30,/es/comprar/vivienda/caceres-capital/calefaccion-ascensor-amueblado/158108869/d?from=list,2,1,55,Yes,3,No,No,No,No,No,No,31665,7200.0,112.5,82.5,38.75,172.0,33.8125,0,0.0,0.0,622.0,8.911931818181818
26216,6407c4bd4d7c3f56aba56d21,100000,Casa o chalet,Casa o chalet con terraza en La Cañada,927 920 171,La Cañada,Cáceres Capital,181,/es/comprar/vivienda/caceres-capital/terraza-patio/161466888/d?from=list,4,2,150,No,0,No,Yes,No,No,No,No,26376,10000.0,325.0,225.0,44.15,200.0,66.17916666666666,0,0.0,0.0,807.0,8.889850000000001
2532,6407c4bd4d7c3f56aba5109d,77260,Piso,Piso con terraza en Centro,924 150 618,Centro,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-ascensor/176971499/d?from=list,3,2,86,Yes,4,No,No,No,No,No,No,2582,7726.0,165.0,129.0,41.643,177.26,42.74191666666667,0,0.0,0.0,670.5,8.863926999741134
20561,6407c4bd4d7c3f56aba5570a,94000,Piso,Piso con terraza en Centro,927 920 583,Centro,Cáceres Capital,278,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-trastero-amueblado/160030204/d?from=list,4,2,140,No,3,No,Yes,No,No,No,No,20721,9400.0,300.0,210.0,40.85,194.0,62.07083333333333,0,0.0,0.0,800.5,8.86115
7535,6407c4bd4d7c3f56aba52428,75000,Piso,"Piso en Ronda del Matadero, Ciudad Monumental",Unknown,Ciudad Monumental,Cáceres Capital,259,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-trastero-zona-comunitaria-parking/163935865/d?from=list,3,2,90,No,0,Yes,No,No,No,Yes,No,7599,7500.0,175.0,135.0,30.4,175.0,42.949999999999996,0,0.0,0.0,652.0,8.85890909090909
28897,6407c4bd4d7c3f56aba5779a,125000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 920 478,Ciudad Monumental,Cáceres Capital,77,/es/comprar/vivienda/caceres-capital/terraza-patio-amueblado/176204715/d?from=list,6,2,190,No,0,No,Yes,No,No,No,No,29065,12500.0,425.0,285.0,57.9,225.0,82.74166666666666,25000,38264.44449018941,106.29012358385948,927.0,8.855618516993687
28737,6407c4bd4d7c3f56aba576fa,125000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 920 478,Ciudad Monumental,Cáceres Capital,13,/es/comprar/vivienda/caceres-capital/terraza-patio-amueblado/176887417/d?from=list,6,2,190,No,0,No,Yes,No,No,No,No,28905,12500.0,425.0,285.0,57.9,225.0,82.74166666666666,25000,38264.44449018941,106.29012358385948,927.0,8.855618516993687
19945,6407c4bd4d7c3f56aba554a2,100000,Piso,Piso con terraza en Centro,927 920 847,Centro,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza/176100561/d?from=list,4,2,140,No,1,No,Yes,No,No,No,No,20105,10000.0,300.0,210.0,44.15,200.0,62.84583333333333,0,0.0,0.0,800.5,8.85185
31074,6407c4bd4d7c3f56aba5801b,70000,Apartamento,Apartamento con calefacción en Ciudad Monumental,927 920 171,Ciudad Monumental,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion/161474606/d?from=list,1,1,62,No,3,No,No,Yes,No,No,No,31242,7000.0,105.0,93.0,27.65,170.0,32.97083333333333,0,0.0,0.0,600.0,8.836818181818181
17294,6407c4bd4d7c3f56aba54a47,76000,Piso,Piso con ascensor en La Cañada,927 920 171,La Cañada,Cáceres Capital,181,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-ascensor/161414287/d?from=list,4,2,90,Yes,3,No,No,No,No,No,No,17435,7600.0,175.0,135.0,40.95,176.0,43.9125,0,0.0,0.0,659.5,8.836184210526316
22301,6407c4bd4d7c3f56aba55dd6,77000,Piso,Piso con terraza en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,11,/es/comprar/vivienda/caceres-capital/terraza/176100428/d?from=list,3,1,85,No,3,No,Yes,No,No,No,No,22461,7700.0,162.5,127.5,31.5,177.0,41.541666666666664,0,0.0,0.0,665.0,8.832939787485241
24941,6407c4bd4d7c3f56aba56826,68000,Apartamento,Apartamento con aire acondicionado en Ciudad Monumental,927 132 761,Ciudad Monumental,Cáceres Capital,102,/es/comprar/vivienda/caceres-capital/aire-acondicionado/165690016/d?from=list,2,1,51,No,2,No,No,No,Yes,No,No,25101,6800.0,122.5,76.5,26.550000000000004,168.0,32.795833333333334,0,0.0,0.0,583.0,8.826804812834224
14832,6407c4bd4d7c3f56aba540a9,137000,Casa o chalet,Casa o chalet con terraza en Centro,927 920 847,Centro,Cáceres Capital,35,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-trastero-patio/176226987/d?from=list,5,2,200,No,1,No,Yes,No,No,No,No,14973,13700.0,450.0,300.0,64.50000000000001,237.0,87.625,37000,56631.37784548034,157.30938290411206,980.5,8.826787405150654
19,6407c4bd4d7c3f56aba506cc,149900,Casa adosada,"Casa adosada en Calle las Margaritas, 18, Mejostilla",927 926 041,Mejostilla,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-patio-amueblado-no-amueblado/176911973/d?from=list,4,2,171,No,0,No,No,No,No,No,No,19,14990.0,377.5,256.5,71.59500000000001,249.9,79.62458333333333,49900,76375.83120241808,212.15508667338352,1026.0,8.810643959919398
4720,6407c4bd4d7c3f56aba51929,77400,Piso,"Piso en Av de la Bondad, Centro",910 304 295,Centro,Cáceres Capital,6,/es/comprar/vivienda/caceres-capital/centro/176600231/d?from=list,3,2,97,No,0,No,No,No,No,No,No,4770,7740.0,192.5,145.5,31.72,177.4,45.593333333333334,0,0.0,0.0,670.0,8.800657740192623
29194,6407c4bd4d7c3f56aba578c3,67900,Piso,Piso con 1 baño en Ciudad Monumental,914 893 781,Ciudad Monumental,Cáceres Capital,40,/es/comprar/vivienda/caceres-capital/no-amueblado/160155051/d?from=list,2,1,72,No,0,No,No,No,No,No,No,29362,6790.0,130.0,108.0,26.494999999999997,167.9,36.032916666666665,0,0.0,0.0,583.0,8.787796224394162
27409,6407c4bd4d7c3f56aba571ca,69300,Piso,"Piso en Avenida de la Constitución, La Cañada",924 924 837,La Cañada,Cáceres Capital,24,/es/comprar/vivienda/caceres-capital/la-canada/164908137/d?from=list,0,0,91,No,0,No,No,No,No,No,No,27569,6930.0,177.5,136.5,27.265,169.3,42.54708333333333,0,0.0,0.0,600.0,8.775331234422143
8819,6407c4bd4d7c3f56aba5292c,79000,Piso,"Piso en Avenida de la Hispanidad, Nuevo Cáceres",Unknown,Nuevo Cáceres,Cáceres Capital,522,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-ascensor/161432151/d?from=list,3,1,80,Yes,0,No,Yes,No,No,No,No,8899,7900.0,150.0,120.0,42.6,179.0,40.96666666666667,0,0.0,0.0,676.25,8.772612197928654
38942,6407c4bd4d7c3f56aba59ed7,74000,Piso,Piso con terraza en La Cañada,927 920 847,La Cañada,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/calefaccion-parking-terraza-ascensor/176100288/d?from=list,3,2,92,Yes,3,No,No,No,No,No,No,39193,7400.0,180.0,138.0,39.85,174.0,44.32083333333333,0,0.0,0.0,638.5,8.759398034398034
15949,6407c4bd4d7c3f56aba54506,75900,Piso,"Piso con terraza en Calle Gonzalo Mingo, Mejostilla",927 926 041,Mejostilla,Cáceres Capital,33,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-trastero-parking-internet-no-amueblado/176659798/d?from=list,3,1,92,No,0,No,No,No,No,Yes,No,16090,7590.0,180.0,138.0,30.895000000000003,175.9,43.73291666666666,0,0.0,0.0,652.0,8.742609893400408
26975,6407c4bd4d7c3f56aba57018,97000,Piso,"Piso con terraza en Plaza Concepción, Ciudad Monumental",927 920 486,Ciudad Monumental,Cáceres Capital,43,/es/comprar/vivienda/caceres-capital/terraza/163109726/d?from=list,5,1,145,No,0,No,Yes,No,No,No,No,27135,9700.0,312.5,217.5,42.5,197.0,64.125,0,0.0,0.0,792.0,8.7345
30513,6407c4bd4d7c3f56aba57dea,75000,Piso,Piso con ascensor en Mejostilla,927 920 847,Mejostilla,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/calefaccion-ascensor/176099344/d?from=list,3,1,75,Yes,1,No,No,No,No,No,No,30681,7500.0,137.5,112.5,40.4,175.0,38.78333333333333,0,0.0,0.0,638.5,8.723151515151516
19423,6407c4bd4d7c3f56aba55298,75000,Piso,Piso con ascensor en La Cañada,927 920 764,La Cañada,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-ascensor/165296043/d?from=list,3,1,75,Yes,0,No,No,Yes,No,No,No,19583,7500.0,137.5,112.5,40.4,175.0,38.78333333333333,0,0.0,0.0,638.5,8.723151515151516
6358,6407c4bd4d7c3f56aba51f8f,78000,Piso,"Piso en Calle Picadero, Ciudad Monumental",927 920 589,Ciudad Monumental,Cáceres Capital,31,/es/comprar/vivienda/caceres-capital/terraza-trastero-zona-comunitaria-amueblado-television-se-aceptan-mascotas/165658273/d?from=list,3,2,85,No,4,No,Yes,No,No,No,No,6422,7800.0,162.5,127.5,32.050000000000004,178.0,41.670833333333334,0,0.0,0.0,665.0,8.717890442890443
18206,6407c4bd4d7c3f56aba54dd7,79000,Piso,Piso con terraza en Centro,927 920 583,Centro,Cáceres Capital,18,/es/comprar/vivienda/caceres-capital/terraza-ascensor/176835024/d?from=list,3,1,75,Yes,2,No,No,No,No,No,No,18366,7900.0,137.5,112.5,42.6,179.0,39.300000000000004,0,0.0,0.0,670.5,8.716225546605294
29993,6407c4bd4d7c3f56aba57be2,79000,Piso,Piso con 1 baño en Centro,927 920 764,Centro,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/centro/165358086/d?from=list,3,1,77,No,3,No,No,No,No,No,No,30161,7900.0,142.5,115.5,32.6,179.0,39.13333333333333,0,0.0,0.0,670.0,8.71162255466053
22708,6407c4bd4d7c3f56aba55f6d,79000,Piso,Piso con 2 baños en Centro,927 920 583,Centro,Cáceres Capital,96,/es/comprar/vivienda/caceres-capital/amueblado/160054364/d?from=list,3,2,80,No,2,No,No,No,No,No,No,22868,7900.0,150.0,120.0,32.6,179.0,40.13333333333333,0,0.0,0.0,670.0,8.697813578826237
5288,6407c4bd4d7c3f56aba51b61,79000,Piso,Piso con terraza en Centro,927 920 847,Centro,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/calefaccion-terraza-ascensor/176099490/d?from=list,3,1,80,Yes,2,No,No,No,No,No,No,5338,7900.0,150.0,120.0,42.6,179.0,40.96666666666667,0,0.0,0.0,670.5,8.693210586881472
6967,6407c4bd4d7c3f56aba521f0,79000,Piso,"Piso en Calle Mina de la Jayona, La Cañada",Unknown,La Cañada,Cáceres Capital,436,/es/comprar/vivienda/caceres-capital/aire-acondicionado-ascensor-amueblado-parking-television/162196089/d?from=list,4,2,90,Yes,0,No,No,No,No,Yes,No,7031,7900.0,175.0,135.0,42.6,179.0,44.300000000000004,0,0.0,0.0,673.75,8.692059838895283
33289,6407c4bd4d7c3f56aba588c2,125000,Piso,Piso con aire acondicionado en Centro,927 920 847,Centro,Cáceres Capital,55,/es/comprar/vivienda/caceres-capital/aire-acondicionado-parking-trastero/176377494/d?from=list,5,2,150,No,2,No,No,No,Yes,No,No,33457,12500.0,325.0,225.0,57.9,225.0,69.40833333333333,25000,38264.44449018941,106.29012358385948,900.0,8.691618516993687
11568,6407c4bd4d7c3f56aba533e9,67900,Piso,"Piso con 1 baño en Fuente Concejo, Ciudad Monumental",911 227 139,Ciudad Monumental,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/ciudad-monumental/154553944/d?from=list,2,1,90,No,0,No,No,No,No,No,No,11660,6790.0,175.0,135.0,26.494999999999997,167.9,42.032916666666665,0,0.0,0.0,583.0,8.691397777480251
38451,6407c4bd4d7c3f56aba59cec,69000,Apartamento,Apartamento con calefacción en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/calefaccion/176099039/d?from=list,2,1,64,No,2,No,No,Yes,No,No,No,38702,6900.0,110.0,96.0,27.1,169.0,33.50833333333333,0,0.0,0.0,583.0,8.687615283267457
20503,6407c4bd4d7c3f56aba556d0,75000,Piso,Piso con terraza en La Cañada,927 920 171,La Cañada,Cáceres Capital,32,/es/comprar/vivienda/caceres-capital/parking-terraza-ascensor/161414570/d?from=list,3,2,85,Yes,1,No,No,No,No,No,No,20663,7500.0,162.5,127.5,40.4,175.0,42.11666666666667,0,0.0,0.0,638.5,8.674666666666667
13164,6407c4bd4d7c3f56aba53a25,74000,Apartamento,Apartamento con terraza en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/calefaccion-terraza-ascensor/165358013/d?from=list,2,1,50,Yes,3,No,No,No,No,No,No,13305,7400.0,125.0,75.0,39.85,174.0,34.487500000000004,0,0.0,0.0,622.0,8.661117936117938
