,_id,price,type,title,mobile,address,city,age,url,rooms,bathrooms,m2,elevator,floor,balcony,terrace,heating,air_conditioning,parking,pool,id,transfer_taxes,insurance,ibi,community,maintenance,costs,amount_to_pay,total_mortgage,monthly_mortgage,incomes,rentability
39414,6407c4bd4d7c3f56aba5a0af,70000,Finca rústica,Finca rústica con 1 baño en Nuevo Cáceres,927 920 764,Nuevo Cáceres,Cáceres Capital,74,/es/comprar/vivienda/caceres-capital/nuevo-caceres/165357916/d?from=list,2,1,96,No,0,No,No,No,No,No,No,39665,7000.0,190.0,144.0,27.65,170.0,44.30416666666667,0,0.0,0.0,580.6666666666666,8.358896103896104
28571,6407c4bd4d7c3f56aba57654,78725,Finca rústica,Finca rústica con 1 baño en La Cañada,910 924 618,La Cañada,Cáceres Capital,8,/es/comprar/vivienda/caceres-capital/la-canada/163886152/d?from=list,3,1,112,No,1,No,No,No,No,No,No,28739,7872.5,230.0,168.0,32.448750000000004,178.725,50.76447916666667,0,0.0,0.0,653.3333333333334,8.349924940096423
28710,6407c4bd4d7c3f56aba576df,106000,Casa o chalet,Casa o chalet con 2 baños en La Cañada,930 441 809,La Cañada,Cáceres Capital,39,/es/comprar/vivienda/caceres-capital/la-canada/176254264/d?from=list,4,2,141,No,0,No,No,No,No,No,No,28878,10600.0,302.5,211.5,47.45,206.0,63.95416666666667,6000,9183.46667764546,25.509629660126276,783.3333333333334,8.326434444078485
29817,6407c4bd4d7c3f56aba57b32,58000,Dúplex,Dúplex con 1 baño en Ciudad Monumental,927 135 081,Ciudad Monumental,Cáceres Capital,49,/es/comprar/vivienda/caceres-capital/amueblado/159765072/d?from=list,2,1,43,No,1,No,No,No,No,No,No,29985,5800.0,142.5,64.5,21.050000000000004,158.0,32.170833333333334,0,0.0,0.0,474.6666666666667,8.322805642633229
30513,6407c4bd4d7c3f56aba57dea,75000,Piso,Piso con ascensor en Mejostilla,927 920 847,Mejostilla,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/calefaccion-ascensor/176099344/d?from=list,3,1,75,Yes,1,No,No,No,No,No,No,30681,7500.0,137.5,112.5,40.4,175.0,38.78333333333333,0,0.0,0.0,610.8333333333334,8.320727272727273
19423,6407c4bd4d7c3f56aba55298,75000,Piso,Piso con ascensor en La Cañada,927 920 764,La Cañada,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-ascensor/165296043/d?from=list,3,1,75,Yes,0,No,No,Yes,No,No,No,19583,7500.0,137.5,112.5,40.4,175.0,38.78333333333333,0,0.0,0.0,610.8333333333334,8.320727272727273
30992,6407c4bd4d7c3f56aba57fc9,127300,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,924 150 618,Ciudad Monumental,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/terraza/163984702/d?from=list,6,2,180,No,0,No,Yes,No,No,No,No,31160,12730.0,400.0,270.0,59.165,227.3,79.70541666666666,27300,41784.77338328685,116.06881495357457,887.6666666666666,8.302709220557105
5863,6407c4bd4d7c3f56aba51da0,90000,Ático,Ático con terraza en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,74,/es/comprar/vivienda/caceres-capital/terraza-trastero/165168550/d?from=list,4,2,132,No,2,No,Yes,No,No,No,No,5927,9000.0,280.0,198.0,38.65,190.0,58.887499999999996,0,0.0,0.0,743.6666666666666,8.300353535353535
32082,6407c4bd4d7c3f56aba5840b,66000,Piso,Piso con 1 baño en Ciudad Monumental,927 135 081,Ciudad Monumental,Cáceres Capital,203,/es/comprar/vivienda/caceres-capital/amueblado/155299440/d?from=list,2,1,75,No,2,No,No,No,No,No,No,32250,6600.0,137.5,112.5,25.450000000000003,166.0,36.7875,0,0.0,0.0,538.6666666666666,8.29552341597796
24025,6407c4bd4d7c3f56aba56492,85000,Piso,Piso con balcón en Ciudad Monumental,927 135 081,Ciudad Monumental,Cáceres Capital,203,/es/comprar/vivienda/caceres-capital/calefaccion-trastero-patio/153475973/d?from=list,5,1,120,No,1,Yes,No,No,No,No,No,24185,8500.0,250.0,180.0,35.9,185.0,54.24166666666667,0,0.0,0.0,699.3333333333334,8.279251336898398
5882,6407c4bd4d7c3f56aba51db3,69000,Piso,Piso con 1 baño en Nuevo Cáceres,927 920 847,Nuevo Cáceres,Cáceres Capital,47,/es/comprar/vivienda/caceres-capital/nuevo-caceres/176100128/d?from=list,3,1,75,No,0,No,No,No,No,No,No,5946,6900.0,137.5,112.5,27.1,169.0,37.175000000000004,0,0.0,0.0,560.6666666666666,8.276548089591568
5783,6407c4bd4d7c3f56aba51d50,69000,Piso,Piso con 1 baño en Mejostilla,924 155 013,Mejostilla,Cáceres Capital,64,/es/comprar/vivienda/caceres-capital/parking/165176411/d?from=list,3,1,75,No,2,No,No,No,No,No,No,5847,6900.0,137.5,112.5,27.1,169.0,37.175000000000004,0,0.0,0.0,560.6666666666666,8.276548089591568
22825,6407c4bd4d7c3f56aba55fe2,64000,Apartamento,Apartamento con 1 baño en Ciudad Monumental,927 920 171,Ciudad Monumental,Cáceres Capital,210,/es/comprar/vivienda/caceres-capital/trastero-patio/161414634/d?from=list,2,1,65,No,1,No,No,No,No,No,No,22985,6400.0,112.5,97.5,24.35,164.0,33.19583333333333,0,0.0,0.0,518.6666666666666,8.275071022727271
31497,6407c4bd4d7c3f56aba581c2,72000,Piso,Piso con ascensor en Ciudad Monumental,927 135 081,Ciudad Monumental,Cáceres Capital,30,/es/comprar/vivienda/caceres-capital/calefaccion-ascensor-amueblado/158108869/d?from=list,2,1,55,Yes,3,No,No,No,No,No,No,31665,7200.0,112.5,82.5,38.75,172.0,33.8125,0,0.0,0.0,579.8333333333334,8.273042929292929
15586,6407c4bd4d7c3f56aba5439b,72000,Estudio,Estudio con ascensor en Centro,927 136 129,Centro,Cáceres Capital,35,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-ascensor-amueblado/156427549/d?from=list,1,1,45,Yes,1,No,No,No,No,No,No,15727,7200.0,137.5,67.5,38.75,172.0,34.645833333333336,0,0.0,0.0,580.5,8.270517676767676
39724,6407c4bd4d7c3f56aba5a1e5,125000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-patio/162322648/d?from=list,6,2,175,No,0,No,Yes,No,Yes,No,No,39975,12500.0,387.5,262.5,57.9,225.0,77.74166666666666,25000,38264.44449018941,106.29012358385948,872.6666666666666,8.263618516993688
14959,6407c4bd4d7c3f56aba54128,130000,Piso,Piso con terraza en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/parking-terraza/176100068/d?from=list,4,2,183,No,1,No,Yes,No,No,No,No,15100,13000.0,407.5,274.5,60.65,230.0,81.05416666666666,30000,45917.33338822729,127.54814830063138,896.6666666666666,8.256772220392422
5288,6407c4bd4d7c3f56aba51b61,79000,Piso,Piso con terraza en Centro,927 920 847,Centro,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/calefaccion-terraza-ascensor/176099490/d?from=list,3,1,80,Yes,2,No,No,No,No,No,No,5338,7900.0,150.0,120.0,42.6,179.0,40.96666666666667,0,0.0,0.0,638.8333333333334,8.255926352128885
23898,6407c4bd4d7c3f56aba56413,75000,Casa o chalet,Casa o chalet con balcón en Centro,927 920 764,Centro,Cáceres Capital,105,/es/comprar/vivienda/caceres-capital/aire-acondicionado/165652476/d?from=list,3,1,80,No,0,Yes,No,No,Yes,No,No,24058,7500.0,150.0,120.0,30.4,175.0,39.61666666666667,0,0.0,0.0,606.6666666666666,8.248
11464,6407c4bd4d7c3f56aba53381,75000,Apartamento,Apartamento con ascensor en Ciudad Monumental,927 920 583,Ciudad Monumental,Cáceres Capital,278,/es/comprar/vivienda/caceres-capital/calefaccion-ascensor-amueblado/160010357/d?from=list,2,1,84,Yes,1,No,No,No,No,No,No,11544,7500.0,160.0,126.0,40.4,175.0,41.78333333333333,0,0.0,0.0,608.8333333333334,8.248
5816,6407c4bd4d7c3f56aba51d71,95000,Piso,Piso con ascensor en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,48,/es/comprar/vivienda/caceres-capital/calefaccion-trastero-ascensor/176099446/d?from=list,4,2,140,Yes,0,No,No,Yes,No,No,No,5880,9500.0,300.0,210.0,51.4,195.0,63.03333333333333,0,0.0,0.0,750.0,8.2436
6365,6407c4bd4d7c3f56aba51f96,80000,Piso,"Piso en Calle Antonio Floriano Cumbreño, Centro",927 920 589,Centro,Cáceres Capital,32,/es/comprar/vivienda/caceres-capital/terraza-ascensor/176681102/d?from=list,3,1,90,Yes,2,No,No,No,No,No,No,6429,8000.0,175.0,135.0,43.15,180.0,44.42916666666667,0,0.0,0.0,648.8333333333334,8.241875
28291,6407c4bd4d7c3f56aba5753c,75000,Apartamento,Apartamento con ascensor en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,48,/es/comprar/vivienda/caceres-capital/calefaccion-ascensor/176099210/d?from=list,2,1,83,Yes,1,No,No,No,No,No,No,28459,7500.0,157.5,124.5,40.4,175.0,41.449999999999996,0,0.0,0.0,607.8333333333334,8.238303030303031
39600,6407c4bd4d7c3f56aba5a169,107000,Casa adosada,"Casa adosada con 2 baños en Calle Malpartida de Cáceres, La Cañada",910 925 039,La Cañada,Cáceres Capital,182,/es/comprar/vivienda/caceres-capital/parking/164721204/d?from=list,4,2,140,No,0,No,No,No,No,No,No,39851,10700.0,300.0,210.0,48.0,207.0,63.75,7000,10714.044457253036,29.761234603480656,779.3333333333334,8.229865184758234
18206,6407c4bd4d7c3f56aba54dd7,79000,Piso,Piso con terraza en Centro,927 920 583,Centro,Cáceres Capital,18,/es/comprar/vivienda/caceres-capital/terraza-ascensor/176835024/d?from=list,3,1,75,Yes,2,No,No,No,No,No,No,18366,7900.0,137.5,112.5,42.6,179.0,39.300000000000004,0,0.0,0.0,633.8333333333334,8.209896432681244
32153,6407c4bd4d7c3f56aba58452,76000,Piso,Piso con terraza en Nuevo Cáceres,Unknown,Nuevo Cáceres,Cáceres Capital,16,/es/comprar/vivienda/caceres-capital/calefaccion-terraza-ascensor-amueblado/176935238/d?from=list,3,1,75,Yes,2,No,No,No,No,No,No,32321,7600.0,137.5,112.5,40.95,176.0,38.9125,0,0.0,0.0,610.8333333333334,8.20938995215311
36958,6407c4bd4d7c3f56aba59717,87300,Piso,Piso con terraza en Ciudad Monumental,924 150 618,Ciudad Monumental,Cáceres Capital,133,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza/162344256/d?from=list,3,1,124,No,2,No,Yes,No,No,No,No,37209,8730.0,260.0,186.0,37.165,187.3,55.872083333333336,0,0.0,0.0,712.6666666666666,8.207367489326252
5906,6407c4bd4d7c3f56aba51dcb,94000,Piso,Piso con terraza en Centro,927 920 583,Centro,Cáceres Capital,77,/es/comprar/vivienda/caceres-capital/terraza/165401594/d?from=list,5,2,120,No,3,No,Yes,No,No,No,No,5970,9400.0,250.0,180.0,40.85,194.0,55.40416666666667,0,0.0,0.0,738.6666666666666,8.19915
28081,6407c4bd4d7c3f56aba5746a,80000,Piso,Piso con terraza en Centro,927 920 847,Centro,Cáceres Capital,15,/es/comprar/vivienda/caceres-capital/terraza-ascensor/176398726/d?from=list,3,1,85,Yes,2,No,No,No,No,No,No,28249,8000.0,162.5,127.5,43.15,180.0,42.762499999999996,0,0.0,0.0,643.8333333333334,8.196420454545455
21173,6407c4bd4d7c3f56aba5596e,82000,Piso,Piso con terraza en Nuevo Cáceres,927 920 847,Nuevo Cáceres,Cáceres Capital,48,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza/176100185/d?from=list,4,1,80,No,2,No,Yes,No,No,No,No,21333,8200.0,150.0,120.0,34.25,182.0,40.520833333333336,0,0.0,0.0,656.3333333333334,8.192627494456763
26864,6407c4bd4d7c3f56aba56fa9,79300,Piso,Piso con terraza en Nuevo Cáceres,924 150 618,Nuevo Cáceres,Cáceres Capital,35,/es/comprar/vivienda/caceres-capital/terraza/176625354/d?from=list,3,1,70,No,4,No,Yes,No,No,No,No,27024,7930.0,125.0,105.0,32.765,179.3,36.83875,0,0.0,0.0,632.3333333333334,8.192061217471053
27886,6407c4bd4d7c3f56aba573a7,82000,Piso,Piso con ascensor en La Cañada,927 920 478,La Cañada,Cáceres Capital,119,/es/comprar/vivienda/caceres-capital/parking-trastero-ascensor-parking-no-amueblado/163674184/d?from=list,3,2,110,Yes,0,No,No,No,No,Yes,No,28054,8200.0,225.0,165.0,44.25,182.0,51.354166666666664,0,0.0,0.0,667.1,8.191740576496676
12554,6407c4bd4d7c3f56aba537c3,80000,Piso,Piso con terraza en Centro,927 920 764,Centro,Cáceres Capital,7,/es/comprar/vivienda/caceres-capital/terraza-ascensor/176954415/d?from=list,3,1,80,Yes,3,No,No,No,No,No,No,12676,8000.0,150.0,120.0,43.15,180.0,41.09583333333333,0,0.0,0.0,638.8333333333334,8.15096590909091
39820,6407c4bd4d7c3f56aba5a245,78000,Piso,Piso con terraza en Aguas Vivas - La Zambomba,927 135 081,Aguas Vivas - La Zambomba,Cáceres Capital,56,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-amueblado/162496056/d?from=list,2,1,67,No,0,No,Yes,No,Yes,No,No,40071,7800.0,117.5,100.5,32.050000000000004,178.0,35.670833333333334,0,0.0,0.0,618.3333333333334,8.149125874125875
4104,6407c4bd4d7c3f56aba516c1,60000,Estudio,Estudio con calefacción en Aguas Vivas - La Zambomba,927 920 167,Aguas Vivas - La Zambomba,Cáceres Capital,1,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion/159554821/d?from=list,1,1,40,No,0,No,No,Yes,Yes,No,No,4154,6000.0,150.0,60.0,22.15,160.0,32.67916666666667,0,0.0,0.0,480.0,8.133106060606062
9329,6407c4bd4d7c3f56aba52b2a,85000,Piso,Piso con calefacción en Centro,927 920 583,Centro,Cáceres Capital,278,/es/comprar/vivienda/caceres-capital/calefaccion/160030230/d?from=list,4,1,105,No,2,No,No,Yes,No,No,No,9409,8500.0,212.5,157.5,35.9,185.0,49.24166666666667,0,0.0,0.0,682.6666666666666,8.12951871657754
28779,6407c4bd4d7c3f56aba57724,65260,Piso,Piso con calefacción en Nuevo Cáceres,924 150 618,Nuevo Cáceres,Cáceres Capital,21,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion/162342897/d?from=list,2,1,65,No,0,No,No,Yes,Yes,No,No,28947,6526.0,112.5,97.5,25.043,165.26,33.358583333333335,0,0.0,0.0,518.6666666666666,8.112580447441003
33870,6407c4bd4d7c3f56aba58b07,130000,Piso,Piso con calefacción en Aguas Vivas - La Zambomba,927 920 847,Aguas Vivas - La Zambomba,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/calefaccion-parking/176100209/d?from=list,3,1,168,No,1,No,No,Yes,No,No,No,34038,13000.0,370.0,252.0,60.65,230.0,76.05416666666666,30000,45917.33338822729,127.54814830063138,877.3333333333334,8.084772220392423
1913,6407c4bd4d7c3f56aba50e32,79500,Piso,Piso con ascensor en Nuevo Cáceres,910 306 185,Nuevo Cáceres,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/ascensor/176642727/d?from=list,3,2,101,Yes,0,No,No,No,No,No,No,1963,7950.0,202.5,151.5,42.875,179.5,48.03125,0,0.0,0.0,636.8333333333334,8.079616923956547
4091,6407c4bd4d7c3f56aba516b4,79500,Piso,Piso con terraza en Nuevo Cáceres,914 893 781,Nuevo Cáceres,Cáceres Capital,78,/es/comprar/vivienda/caceres-capital/terraza-ascensor-no-amueblado/176186498/d?from=list,3,2,101,Yes,0,No,No,No,No,No,No,4141,7950.0,202.5,151.5,42.875,179.5,48.03125,0,0.0,0.0,636.8333333333334,8.079616923956547
9305,6407c4bd4d7c3f56aba52b12,79500,Piso,"Piso en Avenida de la Bondad, Nuevo Cáceres",924 926 346,Nuevo Cáceres,Cáceres Capital,250,/es/comprar/vivienda/caceres-capital/terraza-ascensor/163260425/d?from=list,3,2,101,Yes,0,No,No,No,No,No,No,9385,7950.0,202.5,151.5,42.875,179.5,48.03125,0,0.0,0.0,636.8333333333334,8.079616923956547
23048,6407c4bd4d7c3f56aba560c1,80000,Piso,Piso con terraza en Centro,927 920 583,Centro,Cáceres Capital,7,/es/comprar/vivienda/caceres-capital/terraza-ascensor-amueblado/176953373/d?from=list,3,1,67,Yes,2,No,No,No,No,No,No,23208,8000.0,117.5,100.5,43.15,180.0,36.762499999999996,0,0.0,0.0,625.8333333333334,8.032784090909091
25728,6407c4bd4d7c3f56aba56b39,70000,Piso,Piso con balcón en Ciudad Monumental,927 920 478,Ciudad Monumental,Cáceres Capital,104,/es/comprar/vivienda/caceres-capital/aire-acondicionado-no-amueblado/164816838/d?from=list,3,1,70,No,0,Yes,No,No,Yes,No,No,25888,7000.0,125.0,105.0,27.65,170.0,35.637499999999996,0,0.0,0.0,550.6666666666666,8.02642857142857
4191,6407c4bd4d7c3f56aba51718,78000,Apartamento,Apartamento con terraza en Ciudad Monumental,927 920 167,Ciudad Monumental,Cáceres Capital,1,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-patio/155723090/d?from=list,2,1,56,No,0,No,Yes,No,Yes,No,No,4241,7800.0,110.0,84.0,32.050000000000004,178.0,33.670833333333334,0,0.0,0.0,607.3333333333334,8.023251748251749
31394,6407c4bd4d7c3f56aba5815b,64900,Piso,Piso con 1 baño en Nuevo Cáceres,Unknown,Nuevo Cáceres,Cáceres Capital,7,/es/comprar/vivienda/caceres-capital/nuevo-caceres/177039880/d?from=list,2,1,60,No,4,No,No,No,No,No,No,31562,6490.0,100.0,90.0,24.845,164.9,31.645416666666666,0,0.0,0.0,508.6666666666667,8.018286874912453
37656,6407c4bd4d7c3f56aba599d1,137000,Casa o chalet,Casa o chalet con calefacción en Mejostilla,927 130 862,Mejostilla,Cáceres Capital,48,/es/comprar/vivienda/caceres-capital/calefaccion/176170206/d?from=list,4,2,171,No,0,No,No,Yes,No,No,No,37907,13700.0,377.5,256.5,64.50000000000001,237.0,77.95833333333333,37000,56631.37784548034,157.30938290411206,903.3333333333334,8.016787405150657
6953,6407c4bd4d7c3f56aba521e2,95000,Piso,"Piso en Calle Constancia, Centro",927 920 589,Centro,Cáceres Capital,31,/es/comprar/vivienda/caceres-capital/terraza-amueblado-television/161955711/d?from=list,4,2,100,No,1,No,Yes,No,No,No,No,7017,9500.0,200.0,150.0,41.4,195.0,48.86666666666667,0,0.0,0.0,716.8333333333334,8.015600000000001
29129,6407c4bd4d7c3f56aba57882,65000,Piso,Piso con balcón en Ciudad Monumental,927 920 478,Ciudad Monumental,Cáceres Capital,104,/es/comprar/vivienda/caceres-capital/trastero-no-amueblado/164662198/d?from=list,2,2,60,No,0,Yes,No,No,No,No,No,29297,6500.0,100.0,90.0,24.9,165.0,31.65833333333333,0,0.0,0.0,508.6666666666667,8.005734265734265
37415,6407c4bd4d7c3f56aba598e0,65000,Piso,Piso con balcón en Mejostilla,927 920 764,Mejostilla,Cáceres Capital,89,/es/comprar/vivienda/caceres-capital/mejostilla/165358238/d?from=list,2,1,60,No,3,Yes,No,No,No,No,No,37666,6500.0,100.0,90.0,24.9,165.0,31.65833333333333,0,0.0,0.0,508.6666666666667,8.005734265734265
20012,6407c4bd4d7c3f56aba554e5,83000,Piso,Piso con terraza en La Cañada,927 920 171,La Cañada,Cáceres Capital,22,/es/comprar/vivienda/caceres-capital/aire-acondicionado-parking-terraza-ascensor/164295146/d?from=list,4,2,110,Yes,4,No,No,No,No,No,No,20172,8300.0,225.0,165.0,44.800000000000004,183.0,51.48333333333333,0,0.0,0.0,660.1666666666666,8.000219058050382
28352,6407c4bd4d7c3f56aba57579,83000,Piso,Piso con ascensor en La Cañada,927 920 786,La Cañada,Cáceres Capital,21,/es/comprar/vivienda/caceres-capital/aire-acondicionado-parking-ascensor/164278645/d?from=list,4,2,110,Yes,4,No,No,No,No,No,No,28520,8300.0,225.0,165.0,44.800000000000004,183.0,51.48333333333333,0,0.0,0.0,660.1666666666666,8.000219058050382
37139,6407c4bd4d7c3f56aba597cc,125000,Planta baja,Planta baja con aire acondicionado en Ciudad Monumental,927 920 478,Ciudad Monumental,Cáceres Capital,41,/es/comprar/vivienda/caceres-capital/aire-acondicionado-trastero-patio-no-amueblado/176532371/d?from=list,3,1,160,No,0,No,No,No,Yes,No,No,37390,12500.0,350.0,240.0,57.9,225.0,72.74166666666666,25000,38264.44449018941,106.29012358385948,845.3333333333334,7.995618516993687
32299,6407c4bd4d7c3f56aba584e4,74500,Apartamento,Apartamento con ascensor en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,74,/es/comprar/vivienda/caceres-capital/calefaccion-ascensor/165358014/d?from=list,2,1,55,Yes,0,No,No,Yes,No,No,No,32467,7450.0,112.5,82.5,40.125,174.5,34.135416666666664,0,0.0,0.0,579.8333333333334,7.990695546064675
26179,6407c4bd4d7c3f56aba56cfc,115000,Casa adosada,Casa adosada con terraza en La Cañada,927 920 171,La Cañada,Cáceres Capital,181,/es/comprar/vivienda/caceres-capital/aire-acondicionado-parking-terraza-trastero/161467114/d?from=list,4,2,150,No,0,No,Yes,No,Yes,No,No,26339,11500.0,325.0,225.0,52.400000000000006,215.0,68.11666666666666,15000,22958.666694113646,63.77407415031569,797.6666666666666,7.989311110196211
37266,6407c4bd4d7c3f56aba5984b,85000,Piso,Piso con terraza en Nuevo Cáceres,927 920 171,Nuevo Cáceres,Cáceres Capital,15,/es/comprar/vivienda/caceres-capital/terraza/161414633/d?from=list,4,1,90,No,1,No,Yes,No,No,No,No,37517,8500.0,175.0,135.0,35.9,185.0,44.24166666666667,0,0.0,0.0,666.3333333333334,7.984064171122995
29194,6407c4bd4d7c3f56aba578c3,67900,Piso,Piso con 1 baño en Ciudad Monumental,914 893 781,Ciudad Monumental,Cáceres Capital,40,/es/comprar/vivienda/caceres-capital/no-amueblado/160155051/d?from=list,2,1,72,No,0,No,No,No,No,No,No,29362,6790.0,130.0,108.0,26.494999999999997,167.9,36.032916666666665,0,0.0,0.0,532.6666666666666,7.97912036417191
7128,6407c4bd4d7c3f56aba52291,84000,Piso,"Piso en Calle Mina de la Jayona, La Cañada",Unknown,La Cañada,Cáceres Capital,246,/es/comprar/vivienda/caceres-capital/aire-acondicionado-ascensor-amueblado-parking/164001305/d?from=list,4,2,90,Yes,0,No,No,No,No,Yes,No,7192,8400.0,175.0,135.0,45.35,184.0,44.94583333333333,0,0.0,0.0,659.1,7.9760281385281395
2463,6407c4bd4d7c3f56aba51058,82000,Piso,Piso con calefacción en Centro,927 920 179,Centro,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-zona-comunitaria-amueblado/165388232/d?from=list,3,2,100,No,0,No,No,Yes,Yes,No,No,2513,8200.0,200.0,150.0,34.25,182.0,47.1875,0,0.0,0.0,646.6666666666666,7.9753325942350335
27543,6407c4bd4d7c3f56aba57250,75000,Piso,Piso con 2 baños en Ciudad Monumental,927 920 786,Ciudad Monumental,Cáceres Capital,18,/es/comprar/vivienda/caceres-capital/ciudad-monumental/163275852/d?from=list,3,2,90,No,1,No,No,No,No,No,No,27703,7500.0,175.0,135.0,30.4,175.0,42.949999999999996,0,0.0,0.0,590.6666666666666,7.966787878787877
13164,6407c4bd4d7c3f56aba53a25,74000,Apartamento,Apartamento con terraza en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/calefaccion-terraza-ascensor/165358013/d?from=list,2,1,50,Yes,3,No,No,No,No,No,No,13305,7400.0,125.0,75.0,39.85,174.0,34.487500000000004,0,0.0,0.0,574.8333333333334,7.965786240786242
31208,6407c4bd4d7c3f56aba580a1,75000,Piso,Piso con calefacción en Centro,927 920 764,Centro,Cáceres Capital,89,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion/165358243/d?from=list,3,1,68,No,3,No,No,Yes,No,No,No,31376,7500.0,120.0,102.0,30.4,175.0,35.61666666666667,0,0.0,0.0,582.6666666666666,7.957090909090908
807,6407c4bd4d7c3f56aba509e0,79000,Piso,Piso con ascensor en La Cañada,927 920 764,La Cañada,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-parking-ascensor/165357915/d?from=list,4,2,90,No,0,No,No,No,No,No,No,857,7900.0,175.0,135.0,32.6,179.0,43.46666666666667,0,0.0,0.0,618.6666666666666,7.942922899884924
8142,6407c4bd4d7c3f56aba52687,85000,Piso,"Piso en Calle Cayo Norbano Flaco, 4, Centro",Unknown,Centro,Cáceres Capital,1,/es/comprar/vivienda/caceres-capital/terraza-trastero-amueblado/177015649/d?from=list,2,1,70,No,0,Yes,Yes,No,No,No,No,8222,8500.0,125.0,105.0,35.9,185.0,37.574999999999996,0,0.0,0.0,656.1666666666666,7.9391443850267365
6475,6407c4bd4d7c3f56aba52004,93000,Piso,"Piso en Calle Sánchez Manzano, Centro",Unknown,Centro,Cáceres Capital,36,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-amueblado/176591390/d?from=list,4,1,90,No,0,No,Yes,No,Yes,No,No,6539,9300.0,175.0,135.0,40.300000000000004,193.0,45.275,0,0.0,0.0,706.8333333333334,7.938700000000002
6453,6407c4bd4d7c3f56aba51fee,78000,Piso,"Piso en Calle Cristu Benditu, 21, Ciudad Monumental",Unknown,Ciudad Monumental,Cáceres Capital,1279,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-no-amueblado/152514090/d?from=list,2,1,85,Yes,0,No,No,Yes,No,No,No,6517,7800.0,162.5,127.5,42.050000000000004,178.0,42.50416666666667,0,0.0,0.0,609.8333333333334,7.934673659673659
39546,6407c4bd4d7c3f56aba5a133,95000,Piso,Piso con calefacción en Centro,927 920 583,Centro,Cáceres Capital,104,/es/comprar/vivienda/caceres-capital/calefaccion/160077279/d?from=list,4,2,120,No,1,No,No,Yes,No,No,No,39797,9500.0,250.0,180.0,41.4,195.0,55.53333333333333,0,0.0,0.0,716.3333333333334,7.929600000000001
23854,6407c4bd4d7c3f56aba563e7,69000,Apartamento,Apartamento con calefacción en Nuevo Cáceres,927 920 847,Nuevo Cáceres,Cáceres Capital,48,/es/comprar/vivienda/caceres-capital/calefaccion/176098998/d?from=list,2,1,75,No,3,No,No,Yes,No,No,No,24014,6900.0,137.5,112.5,27.1,169.0,37.175000000000004,0,0.0,0.0,538.6666666666666,7.928722002635046
28629,6407c4bd4d7c3f56aba5768e,100000,Casa o chalet,Casa o chalet con terraza en Centro,924 150 618,Centro,Cáceres Capital,1,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza/162188831/d?from=list,4,1,90,No,0,No,Yes,Yes,No,No,No,28797,10000.0,175.0,135.0,44.15,200.0,46.17916666666667,0,0.0,0.0,706.8333333333334,7.92785
33289,6407c4bd4d7c3f56aba588c2,125000,Piso,Piso con aire acondicionado en Centro,927 920 847,Centro,Cáceres Capital,55,/es/comprar/vivienda/caceres-capital/aire-acondicionado-parking-trastero/176377494/d?from=list,5,2,150,No,2,No,No,No,Yes,No,No,33457,12500.0,325.0,225.0,57.9,225.0,69.40833333333333,25000,38264.44449018941,106.29012358385948,836.3333333333334,7.927618516993686
