,price,type,title,mobile,address,city,age,url,rooms,bathrooms,m2,elevator,floor,balcony,terrace,heating,air_conditioning,parking,pool,id,itp,transfer_taxes,insurance,ibi,community,maintenance,ext_costs,exp_income,group,percentile
147,349000,Piso,Piso con balcón en Inca,971 921 939,Inca,Illes Balears Provincia,0,/es/comprar/vivienda/inca/aire-acondicionado-trastero/177311908/d?from=list,4,2,139,No,1,Yes,No,No,Yes,No,No,1266,27920.0,30886.5,297.5,1745.0,181.1,449.0,222.7166666667,2272.3333333333,1/1,66.6666666667
148,165000,Piso,"Piso en Gómez Becerra, Centro",955 938 563,Centro,Caceres Capital,0,/es/comprar/vivienda/caceres-capital/terraza/177486310/d?from=list,5,2,113,No,0,No,Yes,No,No,No,No,122,13200.0,14602.5,232.5,825.0,79.9,265.0,116.8666666667,0.0,1/3,76.4705882353
149,96000,Piso,"Piso en Pz Concepción, Ciudad Monumental",910 304 295,Ciudad Monumental,Caceres Capital,31,/es/comprar/vivienda/caceres-capital/trastero/176856074/d?from=list,2,1,60,No,0,No,No,No,No,No,No,36,7680.0,8496.0,100.0,480.0,41.95,196.0,68.1625,0.0,2/3,77.6315789474
150,155700,Piso,Piso con ascensor en Nuevo Cáceres,927 135 106,Nuevo Caceres,Caceres Capital,0,/es/comprar/vivienda/caceres-capital/ascensor/176857470/d?from=list,4,2,96,Yes,2,No,No,No,No,No,No,18,12456.0,13779.45,190.0,778.5,84.785,255.7,109.0820833333,0.0,3/3,24.0740740741
151,159000,Casa adosada,Casa adosada con 2 baños en San Miguel,958 911 662,San Miguel,Armilla,9,/es/comprar/vivienda/armilla/parking/177652702/d?from=list,3,2,102,No,0,No,No,No,No,No,No,764,11130.0,12481.5,205.0,795.0,76.6,259.0,111.3,830.6666666667,2/3,88.2352941176
152,140000,Piso,"Piso con calefacción en Calle María Vallejo de Arana, Buenavista",944 945 368,Buenavista,Portugalete,29,/es/comprar/vivienda/portugalete/calefaccion-trastero-amueblado/164442053/d?from=list,2,1,68,No,0,No,No,No,No,No,No,758,9800.0,10990.0,120.0,700.0,66.15,240.0,93.8458333333,1020.6666666667,1/3,28.0487804878
153,185000,Piso,"Piso en Lerida, 8, Poniente",958 926 023,Poniente,Armilla,0,/es/comprar/vivienda/armilla/parking-ascensor/177457105/d?from=list,3,2,95,No,0,No,No,No,No,No,No,753,12950.0,14522.5,187.5,925.0,90.9,285.0,124.0333333333,814.3333333333,1/3,35.7142857143
154,159000,Casa adosada,Casa adosada con 2 baños en San Miguel,958 911 662,San Miguel,Armilla,9,/es/comprar/vivienda/armilla/parking/177652702/d?from=list,3,2,102,No,0,No,No,No,No,No,No,764,11130.0,12481.5,205.0,795.0,76.6,259.0,111.3,830.6666666667,2/3,33.3333333333
155,85000,Piso,Piso con terraza en Mejostilla,927 131 359,Mejostilla,Caceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-parking-terraza-trastero/177765092/d?from=list,3,1,100,No,2,No,Yes,No,No,No,No,19,6800.0,7522.5,200.0,425.0,35.9,185.0,70.4916666667,0.0,1/3,27.6119402985
156,165000,Piso,"Piso en Gómez Becerra, Centro",955 938 563,Centro,Caceres Capital,0,/es/comprar/vivienda/caceres-capital/terraza/177486310/d?from=list,5,2,113,No,0,No,Yes,No,No,No,No,122,13200.0,14602.5,232.5,825.0,79.9,265.0,116.8666666667,0.0,1/3,25.5868544601
157,89500,Piso,"Piso con 1 baño en Avenida de Valdecilla, Cuatro Caminos",910 924 128,Cuatro Caminos,Santander,17,/es/comprar/vivienda/santander/no-amueblado/164960090/d?from=list,3,1,73,No,3,No,No,No,No,No,No,2,8950.0,9710.75,132.5,447.5,38.375,189.5,67.3229166667,759.3333333333,1/3,3.7974683544000003
158,469900,Casa o chalet,"Casa o chalet con piscina en Algoda, La Algoda - Matola - El Pla",965 096 134,La Algoda - Matola - El Pla,Elche / Elx,0,/es/comprar/vivienda/elche-elx/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-piscina-parking-no-amueblado/176780017/d?from=list,6,3,350,No,0,No,Yes,No,No,Yes,Yes,765,46990.0,50984.15,825.0,2349.5,257.595,569.9,333.4995833333,1505.4,1/1,66.6666666667
159,469900,Casa o chalet,"Casa o chalet con piscina en Algoda, La Algoda - Matola - El Pla",965 096 134,La Algoda - Matola - El Pla,Elche / Elx,0,/es/comprar/vivienda/elche-elx/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-piscina-parking-no-amueblado/176780017/d?from=list,6,3,350,No,0,No,Yes,No,No,Yes,Yes,765,46990.0,50984.15,825.0,2349.5,257.595,569.9,333.4995833333,1505.4,1/1,66.6666666667
160,98000,Planta baja,"Planta baja en Calle Deportes, 2, Casco Antiguo",962 949 078,Casco Antiguo,Aguilas,134,/es/comprar/vivienda/aguilas/casco-antiguo/176359413/d?from=list,2,1,99,No,0,No,No,No,No,No,No,3,7840.0,8673.0,197.5,490.0,43.05,198.0,77.3791666667,0.0,3/3,70.5128205128
161,107500,Apartamento,"Apartamento con terraza en Hug de Mataplana, Calvià",910 924 618,Calvia,Illes Balears Provincia,0,/es/comprar/vivienda/calvia/terraza/176558745/d?from=list,1,1,30,No,3,No,Yes,No,No,No,No,1256,8600.0,9513.75,175.0,537.5,48.275,207.5,80.6895833333,0.0,1/1,33.3333333333
162,299900,Piso,"Piso en Avenida Peñota, 3, Centro",944 947 309,Centro,Portugalete,10,/es/comprar/vivienda/portugalete/parking-terraza-ascensor/177646493/d?from=list,3,1,77,No,0,No,No,No,No,No,No,748,20993.0,23542.15,142.5,1499.5,154.095,399.9,182.9995833333,1150.6666666667,1/3,60.0
163,107500,Apartamento,"Apartamento con terraza en Hug de Mataplana, Calvià",910 924 618,Calvia,Illes Balears Provincia,0,/es/comprar/vivienda/calvia/terraza/176558745/d?from=list,1,1,30,No,3,No,Yes,No,No,No,No,1256,8600.0,9513.75,175.0,537.5,48.275,207.5,80.6895833333,0.0,1/3,5.8823529412
164,240000,Piso,"Piso en Calle Aire, 124, Delicias",968 914 982,Delicias,Aguilas,70,/es/comprar/vivienda/aguilas/terraza-zona-comunitaria-ascensor-parking-piscina/177132029/d?from=list,3,2,140,No,0,No,No,No,No,No,No,53,19200.0,21240.0,300.0,1200.0,121.15,340.0,163.4291666667,0.0,1/1,100.0
165,270000,Piso,"Piso con terraza en Calle Vázquez Montalbán, El Hornillo",968 914 982,El Hornillo,Aguilas,0,/es/comprar/vivienda/aguilas/parking-terraza-trastero-ascensor-piscina/177581860/d?from=list,3,2,75,Yes,2,No,No,No,No,No,No,87,21600.0,23895.0,137.5,1350.0,147.65,370.0,167.0958333333,0.0,1/1,80.0
166,94900,Piso,"Piso con 1 baño en Calle Atarazanas, Casco Viejo - Muelle",944 945 893,Casco Viejo - Muelle,Portugalete,47,/es/comprar/vivienda/portugalete/casco-viejo-muelle/176701567/d?from=list,1,1,53,No,0,No,No,No,No,No,No,760,6643.0,7449.65,117.5,474.5,41.345,194.9,69.0204166667,950.0,3/3,25.0
167,140000,Piso,"Piso con calefacción en Calle María Vallejo de Arana, Buenavista",944 945 368,Buenavista,Portugalete,29,/es/comprar/vivienda/portugalete/calefaccion-trastero-amueblado/164442053/d?from=list,2,1,68,No,0,No,No,No,No,No,No,758,9800.0,10990.0,120.0,700.0,66.15,240.0,93.8458333333,1020.6666666667,2/3,28.0487804878
168,250000,Casa adosada,"Casa adosada en Avenida del Río Segura, Calabardina",968 917 542,Calabardina,Aguilas,99,/es/comprar/vivienda/aguilas/parking-jardin-terraza-patio-piscina-se-aceptan-mascotas/176803090/d?from=list,4,3,180,No,0,No,No,No,No,No,No,23,20000.0,22125.0,400.0,1250.0,126.65,350.0,177.2208333333,0.0,1/1,78.5714285714
169,130000,Piso,"Piso con balcón en Zona Plaza Rafael Atard, El Mercado",962 949 736,El Mercado,Manises,21,/es/comprar/vivienda/manises/aire-acondicionado-ascensor-patio-amueblado/177671495/d?from=list,3,1,95,No,0,No,No,No,No,No,No,2,10400.0,11505.0,187.5,650.0,60.65,230.0,94.0125,807.6666666667,1/3,10.8695652174
170,79000,Apartamento,Apartamento con terraza en Las Majadas - Las Molinetas - Labradorcico,968 910 163,Las Majadas - Las Molinetas - Labradorcico,Aguilas,71,/es/comprar/vivienda/aguilas/parking-terraza/177130422/d?from=list,2,2,82,No,0,No,No,No,No,No,No,60,6320.0,6991.5,155.0,395.0,32.6,179.0,63.4666666667,0.0,2/3,18.75
171,90000,Piso,"Piso con 1 baño en Isaac Albéniz, El Rubial",968 916 684,El Rubial,Aguilas,0,/es/comprar/vivienda/aguilas/el-rubial/177749395/d?from=list,3,1,75,No,0,No,No,No,No,No,No,18,7200.0,7965.0,137.5,450.0,38.65,190.0,68.0125,0.0,2/2,16.6666666667
172,89500,Piso,"Piso con 1 baño en Avenida de Valdecilla, Cuatro Caminos",910 924 128,Cuatro Caminos,Santander,17,/es/comprar/vivienda/santander/no-amueblado/164960090/d?from=list,3,1,73,No,3,No,No,No,No,No,No,2,8950.0,9710.75,132.5,447.5,38.375,189.5,67.3229166667,759.3333333333,1/3,3.7974683544000003
173,600000,Casa o chalet,"Casa o chalet con piscina en 600, La Cañada",961 344 045,La Canada,Paterna,0,/es/comprar/vivienda/paterna/trastero-piscina-no-amueblado/177309250/d?from=list,4,4,420,No,0,No,No,No,No,No,Yes,37,48000.0,53100.0,1000.0,3000.0,329.15,700.0,419.0958333333,0.0,1/3,49.1071428571
174,89500,Piso,"Piso con 1 baño en Avenida de Valdecilla, Cuatro Caminos",910 924 128,Cuatro Caminos,Santander,17,/es/comprar/vivienda/santander/no-amueblado/164960090/d?from=list,3,1,73,No,3,No,No,No,No,No,No,2,8950.0,9710.75,132.5,447.5,38.375,189.5,67.3229166667,759.3333333333,1/3,3.7974683544000003
175,173000,Piso,Piso con terraza en Los Collados - Los Geraneos,968 910 287,Los Collados - Los Geraneos,Aguilas,18,/es/comprar/vivienda/aguilas/aire-acondicionado-calefaccion-parking-terraza-piscina/163802166/d?from=list,2,2,167,No,2,No,Yes,Yes,No,No,No,10,13840.0,15310.5,367.5,865.0,84.3,273.0,132.4833333333,0.0,1/3,86.6666666667
176,600000,Casa o chalet,"Casa o chalet con piscina en 600, La Cañada",961 344 045,La Canada,Paterna,0,/es/comprar/vivienda/paterna/trastero-piscina-no-amueblado/177309250/d?from=list,4,4,420,No,0,No,No,No,No,No,Yes,37,48000.0,53100.0,1000.0,3000.0,329.15,700.0,419.0958333333,0.0,1/3,69.3548387097
177,135000,Piso,Piso con ascensor en La Florida,944 686 127,La Florida,Portugalete,17,/es/comprar/vivienda/portugalete/ascensor/165108178/d?from=list,2,1,68,No,0,No,No,No,No,No,No,761,9450.0,10597.5,120.0,675.0,63.4,235.0,91.1166666667,1020.6666666667,1/1,33.3333333333
178,369000,Casa adosada,"Casa adosada con calefacción en Avenida de Valdecilla, Cuatro Caminos",942 919 227,Cuatro Caminos,Santander,10,/es/comprar/vivienda/santander/calefaccion-parking-jardin/177131951/d?from=list,4,2,160,No,0,No,No,Yes,No,No,No,3,36900.0,40036.5,350.0,1845.0,192.1,469.0,238.0083333333,1324.6666666667,3/3,70.0
179,425000,Casa o chalet,Casa o chalet con piscina en La Cañada,962 644 703,La Canada,Paterna,1,/es/comprar/vivienda/paterna/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-piscina/161675372/d?from=list,5,3,336,No,0,No,Yes,No,No,No,Yes,43,34000.0,37612.5,790.0,2125.0,232.9,525.0,306.075,0.0,3/3,90.6593406593
180,369000,Casa adosada,"Casa adosada con calefacción en Avenida de Valdecilla, Cuatro Caminos",942 919 227,Cuatro Caminos,Santander,10,/es/comprar/vivienda/santander/calefaccion-parking-jardin/177131951/d?from=list,4,2,160,No,0,No,No,Yes,No,No,No,3,36900.0,40036.5,350.0,1845.0,192.1,469.0,238.0083333333,1324.6666666667,3/3,70.0
181,135000,Piso,Piso con ascensor en El Mercado,962 644 921,El Mercado,Manises,100,/es/comprar/vivienda/manises/aire-acondicionado-ascensor/176789885/d?from=list,3,2,108,No,0,No,No,No,No,No,No,3,10800.0,11947.5,220.0,675.0,63.4,235.0,99.45,885.6666666667,1/3,33.6956521739
182,319900,Casa o chalet,Casa o chalet con terraza en San Miguel,958 915 297,San Miguel,Armilla,15,/es/comprar/vivienda/armilla/aire-acondicionado-calefaccion-parking-terraza-trastero-patio-no-amueblado/176810829/d?from=list,4,3,250,No,0,No,No,No,No,No,No,770,22393.0,25112.15,575.0,1599.5,165.095,419.9,229.9579166667,1465.3333333333,3/3,14.2857142857
183,185500,Dúplex,Dúplex con 2 baños en Calabardina,968 910 647,Calabardina,Aguilas,32,/es/comprar/vivienda/aguilas/trastero-amueblado/163574804/d?from=list,3,2,177,No,0,No,No,No,No,No,No,43,14840.0,16416.75,392.5,927.5,91.175,285.5,141.3895833333,0.0,1/1,28.5714285714
184,230000,Casa adosada,"Casa adosada con balcón en Calle Manuel Bonilla ""el Alpiste"", Dos Hermanas",954 307 172,Dos Hermanas,Sevilla Provincia,0,/es/comprar/vivienda/dos-hermanas/aire-acondicionado-parking-trastero-patio/165251048/d?from=list,4,3,218,No,0,Yes,No,No,Yes,No,No,769,16100.0,18055.0,495.0,1150.0,115.65,330.0,174.2208333333,1689.0,1/1,80.0
185,108000,Piso,"Piso en Calle Pedro Romero Mendoza, Mejostilla",927 920 589,Mejostilla,Caceres Capital,56,/es/comprar/vivienda/caceres-capital/calefaccion-parking-terraza-trastero-zona-comunitaria-ascensor-patio-amueblado-television-se-aceptan-mascotas-internet/161955769/d?from=list,3,1,90,Yes,3,No,No,No,No,No,No,20,8640.0,9558.0,175.0,540.0,58.55,208.0,81.7958333333,0.0,1/3,70.1492537313
186,319900,Casa o chalet,Casa o chalet con terraza en San Miguel,958 915 297,San Miguel,Armilla,15,/es/comprar/vivienda/armilla/aire-acondicionado-calefaccion-parking-terraza-trastero-patio-no-amueblado/176810829/d?from=list,4,3,250,No,0,No,No,No,No,No,No,770,22393.0,25112.15,575.0,1599.5,165.095,419.9,229.9579166667,1465.3333333333,1/3,50.0
187,119900,Casa adosada,"Casa adosada con balcón en Calle Jorge Guillén, Poniente",958 913 792,Poniente,Armilla,60,/es/comprar/vivienda/armilla/aire-acondicionado-trastero/177101500/d?from=list,4,2,120,No,0,No,No,No,No,No,No,758,8393.0,9412.15,250.0,599.5,55.095,219.9,93.7079166667,877.3333333333,3/3,68.75
188,319900,Casa o chalet,Casa o chalet con terraza en San Miguel,958 915 297,San Miguel,Armilla,15,/es/comprar/vivienda/armilla/aire-acondicionado-calefaccion-parking-terraza-trastero-patio-no-amueblado/176810829/d?from=list,4,3,250,No,0,No,No,No,No,No,No,770,22393.0,25112.15,575.0,1599.5,165.095,419.9,229.9579166667,1465.3333333333,3/3,14.2857142857
189,35000,Casa o chalet,Casa o chalet con 1 baño en Nuevo Cáceres,927 920 764,Nuevo Caceres,Caceres Capital,0,/es/comprar/vivienda/caceres-capital/nuevo-caceres/165358039/d?from=list,3,1,75,No,0,No,No,No,No,No,No,14,2800.0,3097.5,137.5,175.0,8.4,165.0,40.4916666667,0.0,2/3,1.0638297872
190,95600,Piso,Piso en Ciudad Monumental,952 146 148,Ciudad Monumental,Caceres Capital,11,/es/comprar/vivienda/caceres-capital/ciudad-monumental/163908971/d?from=list,0,0,115,No,0,No,No,No,No,No,No,37,7648.0,8460.6,237.5,478.0,41.73,195.6,79.4025,0.0,2/3,76.3157894737
191,82000,Piso,"Piso con terraza en Medico Sorapan, Centro",927 920 916,Centro,Caceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/176975605/d?from=list,3,1,90,Yes,3,No,No,No,No,No,No,134,6560.0,7257.0,175.0,410.0,44.25,182.0,67.6041666667,0.0,3/3,61.5384615385
192,115000,Piso,"Piso con ascensor en Ibiza, San Antón",951 343 897,San Anton,Armilla,119,/es/comprar/vivienda/armilla/ascensor/176206792/d?from=list,2,1,82,Yes,0,No,No,No,No,No,No,0,9200.0,10177.5,155.0,575.0,62.4,215.0,83.95,0.0,2/3,51.3698630137
193,94000,Piso,Piso con 1 baño en Las Tres Cruces,958 929 104,Las Tres Cruces,Armilla,0,/es/comprar/vivienda/armilla/las-tres-cruces/177688603/d?from=list,3,1,85,No,3,No,No,No,No,No,No,1341,6580.0,7379.0,162.5,470.0,40.85,194.0,72.2791666667,791.0,1/1,20.0
194,52500,Piso,"Piso con terraza en Candelaria, Casco Antiguo",911 227 139,Casco Antiguo,Aguilas,0,/es/comprar/vivienda/aguilas/terraza/156812106/d?from=list,4,2,127,No,2,Yes,Yes,No,No,No,No,4,4200.0,4646.25,267.5,262.5,18.025,152.5,58.3770833333,0.0,1/3,4.3859649123
195,157300,Casa o chalet,Casa o chalet con terraza en La Cañada,924 150 618,La Canada,Caceres Capital,3,/es/comprar/vivienda/caceres-capital/calefaccion-parking-terraza/177019963/d?from=list,4,2,150,No,0,No,Yes,Yes,No,No,No,11,12584.0,13921.05,325.0,786.5,75.665,257.3,120.3720833333,0.0,2/2,100.0
196,95000,Piso,Piso con terraza en Aguas Vivas - La Zambomba,924 150 618,Aguas Vivas - La Zambomba,Caceres Capital,102,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza/176140521/d?from=list,2,1,75,No,0,No,Yes,Yes,No,No,No,4,7600.0,8407.5,137.5,475.0,41.4,195.0,70.7416666667,0.0,2/3,38.4615384615
197,369000,Casa adosada,"Casa adosada con calefacción en Avenida de Valdecilla, Cuatro Caminos",942 919 227,Cuatro Caminos,Santander,10,/es/comprar/vivienda/santander/calefaccion-parking-jardin/177131951/d?from=list,4,2,160,No,0,No,No,Yes,No,No,No,3,36900.0,40036.5,350.0,1845.0,192.1,469.0,238.0083333333,1324.6666666667,3/3,70.0
198,52500,Piso,"Piso con terraza en Candelaria, Casco Antiguo",911 227 139,Casco Antiguo,Aguilas,0,/es/comprar/vivienda/aguilas/terraza/156812106/d?from=list,4,2,127,No,2,Yes,Yes,No,No,No,No,4,4200.0,4646.25,267.5,262.5,18.025,152.5,58.3770833333,0.0,1/3,4.3859649123
199,90500,Piso,Piso con piscina en El Altet,912 172 458,El Altet,Elche / Elx,32,/es/comprar/vivienda/elche-elx/parking-terraza-ascensor-piscina-no-amueblado/176659211/d?from=list,2,1,77,Yes,0,No,Yes,No,No,No,Yes,1258,9050.0,9819.25,142.5,452.5,58.925,190.5,70.36875,793.9,1/1,11.1111111111
200,90500,Piso,Piso con piscina en El Altet,912 172 458,El Altet,Elche / Elx,32,/es/comprar/vivienda/elche-elx/parking-terraza-ascensor-piscina-no-amueblado/176659211/d?from=list,2,1,77,Yes,0,No,Yes,No,No,No,Yes,1258,9050.0,9819.25,142.5,452.5,58.925,190.5,70.36875,793.9,1/1,11.1111111111
201,52500,Piso,"Piso con terraza en Candelaria, Casco Antiguo",911 227 139,Casco Antiguo,Aguilas,0,/es/comprar/vivienda/aguilas/terraza/156812106/d?from=list,4,2,127,No,2,Yes,Yes,No,No,No,No,4,4200.0,4646.25,267.5,262.5,18.025,152.5,58.3770833333,0.0,3/3,7.6923076923
202,425000,Casa o chalet,Casa o chalet con piscina en La Cañada,962 644 703,La Canada,Paterna,1,/es/comprar/vivienda/paterna/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-piscina/161675372/d?from=list,5,3,336,No,0,No,Yes,No,No,No,Yes,43,34000.0,37612.5,790.0,2125.0,232.9,525.0,306.075,0.0,1/3,30.6451612903
203,79000,Apartamento,Apartamento con terraza en Los Collados - Los Geraneos,968 918 131,Los Collados - Los Geraneos,Aguilas,16,/es/comprar/vivienda/aguilas/parking-terraza/177718970/d?from=list,2,1,76,No,0,No,Yes,No,No,No,No,11,6320.0,6991.5,140.0,395.0,32.6,179.0,62.2166666667,0.0,1/3,23.3333333333
204,185000,Dúplex,"Dúplex en Calle Alameda, El Rubial",968 917 542,El Rubial,Aguilas,127,/es/comprar/vivienda/aguilas/aire-acondicionado-parking-terraza-zona-comunitaria-patio-amueblado-se-aceptan-mascotas/176454545/d?from=list,5,2,117,No,0,No,No,No,No,No,No,24,14800.0,16372.5,242.5,925.0,90.9,285.0,128.6166666667,0.0,2/2,91.6666666667
205,160000,Casa adosada,"Casa adosada con terraza en Calle Virgen de Lourdes, Las Majadas - Las Molinetas - Labradorcico",968 914 982,Las Majadas - Las Molinetas - Labradorcico,Aguilas,30,/es/comprar/vivienda/aguilas/parking-terraza/177582044/d?from=list,3,2,200,No,0,No,No,No,No,No,No,68,12800.0,14160.0,450.0,800.0,77.15,260.0,132.2625,0.0,2/3,56.25
206,330000,Apartamento,"Apartamento con terraza en Dr J Antonio Bernardo Alv, El Hornillo",968 910 287,El Hornillo,Aguilas,0,/es/comprar/vivienda/aguilas/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-ascensor-piscina/177106740/d?from=list,3,2,141,Yes,3,No,No,No,No,No,No,89,26400.0,29205.0,302.5,1650.0,180.65,430.0,213.5958333333,0.0,1/1,100.0
207,130000,Piso,"Piso con terraza en Calle Hilario García Lázaro, Delicias",968 914 717,Delicias,Aguilas,62,/es/comprar/vivienda/aguilas/aire-acondicionado-parking-terraza-ascensor/177228854/d?from=list,2,2,85,Yes,5,No,No,No,No,No,No,73,10400.0,11505.0,162.5,650.0,70.65,230.0,92.7625,0.0,1/1,60.0
208,530000,Casa o chalet,"Casa o chalet con piscina en Calle Carrer de Churruca, Llucmajor",971 083 307,Llucmajor,Illes Balears Provincia,0,/es/comprar/vivienda/llucmajor/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-patio-piscina-parking/176418746/d?from=list,3,2,150,No,0,No,Yes,No,No,Yes,Yes,773,42400.0,46905.0,325.0,2650.0,290.65,630.0,324.6375,1769.3,1/3,94.1176470588
209,82000,Piso,"Piso con terraza en Medico Sorapan, Centro",927 920 916,Centro,Caceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/176975605/d?from=list,3,1,90,Yes,3,No,No,No,No,No,No,134,6560.0,7257.0,175.0,410.0,44.25,182.0,67.6041666667,0.0,3/3,34.7457627119
210,230000,Piso,"Piso en Av. Virgen de la Esperanza 7 ,  Sevilla Capital",955 938 214,Sevilla Capital,Sevilla Provincia,0,/es/comprar/vivienda/sevilla-capital/aire-acondicionado-calefaccion/177205034/d?from=list,3,2,78,No,1,No,No,Yes,Yes,No,No,749,16100.0,18055.0,145.0,1150.0,115.65,330.0,145.0541666667,964.6666666667,3/3,13.3333333333
211,450000,Casa o chalet,"Casa o chalet con piscina en Alcor del Roble, Ceres Golf",927 135 098,Ceres Golf,Caceres Capital,88,/es/comprar/vivienda/caceres-capital/calefaccion-parking-jardin-terraza-trastero-piscina-no-amueblado/153049708/d?from=list,3,4,300,No,0,No,Yes,No,No,No,Yes,6,36000.0,39825.0,700.0,2250.0,246.65,550.0,312.2208333333,0.0,1/3,50.0
212,175000,Piso,Piso con ascensor en Buenavista,944 946 083,Buenavista,Portugalete,9,/es/comprar/vivienda/portugalete/calefaccion-ascensor-amueblado/177213318/d?from=list,3,1,80,No,0,No,No,No,No,No,No,762,12250.0,13737.5,150.0,875.0,85.4,275.0,115.45,1164.6666666667,2/3,53.6585365854
213,230000,Piso,"Piso en Av. Virgen de la Esperanza 7 ,  Sevilla Capital",955 938 214,Sevilla Capital,Sevilla Provincia,0,/es/comprar/vivienda/sevilla-capital/aire-acondicionado-calefaccion/177205034/d?from=list,3,2,78,No,1,No,No,Yes,Yes,No,No,749,16100.0,18055.0,145.0,1150.0,115.65,330.0,145.0541666667,964.6666666667,3/3,11.3636363636
214,150000,Piso,Piso con balcón en La Florida,944 686 127,La Florida,Portugalete,0,/es/comprar/vivienda/portugalete/calefaccion-ascensor/177020592/d?from=list,3,1,69,Yes,1,No,No,No,No,No,No,1318,10500.0,11775.0,122.5,750.0,81.65,250.0,100.3458333333,1181.1666666667,1/1,50.0
215,249900,Piso,"Piso en Avenida Carlos VII, 30, Centro",944 686 938,Centro,Portugalete,0,/es/comprar/vivienda/portugalete/ascensor-amueblado/177680444/d?from=list,3,1,94,No,0,No,No,No,No,No,No,753,17493.0,19617.15,185.0,1249.5,126.595,349.9,159.2495833333,1273.0,2/3,100.0
216,175000,Piso,Piso con ascensor en Buenavista,944 946 083,Buenavista,Portugalete,9,/es/comprar/vivienda/portugalete/calefaccion-ascensor-amueblado/177213318/d?from=list,3,1,80,No,0,No,No,No,No,No,No,762,12250.0,13737.5,150.0,875.0,85.4,275.0,115.45,1164.6666666667,1/3,53.6585365854
217,167000,Piso,"Piso con balcón en Calle Juan Pérez de Arana, Azeta - Abatxolo",944 947 325,Azeta - Abatxolo,Portugalete,156,/es/comprar/vivienda/portugalete/calefaccion-parking-ascensor-amueblado/165403288/d?from=list,2,1,74,Yes,1,No,No,No,No,No,No,766,11690.0,13109.5,135.0,835.0,91.0,267.0,110.6666666667,1148.8333333333,3/3,16.6666666667
218,82000,Piso,"Piso con terraza en Medico Sorapan, Centro",927 920 916,Centro,Caceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/176975605/d?from=list,3,1,90,Yes,3,No,No,No,No,No,No,134,6560.0,7257.0,175.0,410.0,44.25,182.0,67.6041666667,0.0,2/3,34.4537815126
219,425000,Casa o chalet,Casa o chalet con piscina en La Cañada,962 644 703,La Canada,Paterna,1,/es/comprar/vivienda/paterna/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-piscina/161675372/d?from=list,5,3,336,No,0,No,Yes,No,No,No,Yes,43,34000.0,37612.5,790.0,2125.0,232.9,525.0,306.075,0.0,3/3,90.6593406593
220,400000,Dúplex,Dúplex con calefacción en Casco Viejo - Muelle,944 946 658,Casco Viejo - Muelle,Portugalete,85,/es/comprar/vivienda/portugalete/aire-acondicionado-calefaccion-trastero-amueblado-television/176820674/d?from=list,3,2,130,No,2,No,No,Yes,No,No,No,769,28000.0,31400.0,275.0,2000.0,209.15,500.0,248.6791666667,1609.0,1/3,100.0
221,175000,Piso,Piso con ascensor en Buenavista,944 946 083,Buenavista,Portugalete,9,/es/comprar/vivienda/portugalete/calefaccion-ascensor-amueblado/177213318/d?from=list,3,1,80,No,0,No,No,No,No,No,No,762,12250.0,13737.5,150.0,875.0,85.4,275.0,115.45,1164.6666666667,1/1,33.3333333333
222,135000,Piso,Piso con ascensor en El Mercado,962 644 921,El Mercado,Manises,100,/es/comprar/vivienda/manises/aire-acondicionado-ascensor/176789885/d?from=list,3,2,108,No,0,No,No,No,No,No,No,3,10800.0,11947.5,220.0,675.0,63.4,235.0,99.45,885.6666666667,1/3,33.6956521739
223,425000,Casa adosada,Casa adosada con piscina en La Cañada,960 968 349,La Canada,Paterna,1,/es/comprar/vivienda/paterna/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-piscina-no-amueblado/164483061/d?from=list,5,5,336,No,0,No,Yes,No,No,No,Yes,44,34000.0,37612.5,790.0,2125.0,232.9,525.0,306.075,0.0,1/3,30.6451612903
224,299000,Casa o chalet,Casa o chalet con terraza en Los Collados - Los Geraneos,968 918 131,Los Collados - Los Geraneos,Aguilas,6,/es/comprar/vivienda/aguilas/terraza-trastero/177879957/d?from=list,3,4,205,No,0,No,Yes,No,No,No,No,13,23920.0,26461.5,462.5,1495.0,153.6,399.0,209.175,0.0,3/3,44.4444444444
225,95000,Piso,Piso con balcón en Casco Antiguo,968 910 287,Casco Antiguo,Aguilas,23,/es/comprar/vivienda/aguilas/ascensor/176906406/d?from=list,3,2,118,Yes,2,Yes,No,No,No,No,No,7,7600.0,8407.5,245.0,475.0,51.4,195.0,80.5333333333,0.0,1/3,35.9649122807
