,_id,price,type,title,mobile,address,city,age,url,rooms,bathrooms,m2,elevator,floor,balcony,terrace,heating,air_conditioning,parking,pool,id,transfer_taxes,insurance,ibi,community,maintenance,costs,amount_to_pay,total_mortgage,monthly_mortgage,incomes,rentability,group,percentile
26178,6407c4bd4d7c3f56aba56cfb,95000,Casa o chalet,Casa o chalet con 1 baño en Aguas Vivas - La Zambomba,927 920 171,Aguas Vivas - La Zambomba,Cáceres Capital,181,/es/comprar/vivienda/caceres-capital/patio/161467126/d?from=list,3,1,104,No,0,No,No,No,No,No,No,26338,9500.0,210.0,156.0,41.4,195.0,50.199999999999996,0,0.0,0.0,621.3333333333334,6.8536,1/3,37.5
26216,6407c4bd4d7c3f56aba56d21,100000,Casa o chalet,Casa o chalet con terraza en La Cañada,927 920 171,La Cañada,Cáceres Capital,181,/es/comprar/vivienda/caceres-capital/terraza-patio/161466888/d?from=list,4,2,150,No,0,No,Yes,No,No,No,No,26376,10000.0,325.0,225.0,44.15,200.0,66.17916666666666,0,0.0,0.0,797.6666666666666,8.777849999999997,2/3,40.78947368421053
26556,6407c4bd4d7c3f56aba56e75,136000,Casa o chalet,"Casa o chalet con terraza en Del Alba, Mejostilla",927 920 486,Mejostilla,Cáceres Capital,18,/es/comprar/vivienda/caceres-capital/terraza/176835868/d?from=list,4,2,106,No,0,No,Yes,No,No,No,No,26716,13600.0,215.0,159.0,63.95000000000001,236.0,56.1625,36000,55100.80006587275,153.05777796075765,682.3333333333334,5.677356664470909,3/3,29.80769230769231
26602,6407c4bd4d7c3f56aba56ea3,100000,Casa o chalet,"Casa o chalet con 1 baño en Escampleros, Aguas Vivas - La Zambomba",927 920 486,Aguas Vivas - La Zambomba,Cáceres Capital,43,/es/comprar/vivienda/caceres-capital/aguas-vivas-la-zambomba/164168086/d?from=list,4,1,135,No,0,No,No,No,No,No,No,26762,10000.0,287.5,202.5,44.15,200.0,61.17916666666667,0,0.0,0.0,759.3333333333334,8.37785,1/3,79.16666666666667
28032,6407c4bd4d7c3f56aba57439,95000,Casa o chalet,Casa o chalet con 3 baños en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,36,/es/comprar/vivienda/caceres-capital/ciudad-monumental/176614105/d?from=list,3,3,105,No,0,No,No,No,No,No,No,28200,9500.0,212.5,157.5,41.4,195.0,50.53333333333333,0,0.0,0.0,625.3333333333334,6.897600000000001,3/3,60.743801652892564
28629,6407c4bd4d7c3f56aba5768e,100000,Casa o chalet,Casa o chalet con terraza en Centro,924 150 618,Centro,Cáceres Capital,1,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza/162188831/d?from=list,4,1,90,No,0,No,Yes,Yes,No,No,No,28797,10000.0,175.0,135.0,44.15,200.0,46.17916666666667,0,0.0,0.0,706.8333333333334,7.92785,1/3,26.80722891566265
28692,6407c4bd4d7c3f56aba576cd,120000,Casa o chalet,Casa o chalet con terraza en Centro,927 131 359,Centro,Cáceres Capital,5,/es/comprar/vivienda/caceres-capital/terraza-trastero-patio/176986075/d?from=list,4,2,133,No,0,No,Yes,No,No,No,No,28860,12000.0,282.5,199.5,55.15,220.0,63.09583333333333,20000,30611.55559215153,85.03209886708758,770.8333333333334,7.472464813594951,1/3,93.67469879518073
28710,6407c4bd4d7c3f56aba576df,106000,Casa o chalet,Casa o chalet con 2 baños en La Cañada,930 441 809,La Cañada,Cáceres Capital,39,/es/comprar/vivienda/caceres-capital/la-canada/176254264/d?from=list,4,2,141,No,0,No,No,No,No,No,No,28878,10600.0,302.5,211.5,47.45,206.0,63.95416666666667,6000,9183.46667764546,25.509629660126276,783.3333333333334,8.326434444078485,2/3,52.631578947368425
28737,6407c4bd4d7c3f56aba576fa,125000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 920 478,Ciudad Monumental,Cáceres Capital,13,/es/comprar/vivienda/caceres-capital/terraza-patio-amueblado/176887417/d?from=list,6,2,190,No,0,No,Yes,No,No,No,No,28905,12500.0,425.0,285.0,57.9,225.0,82.74166666666666,25000,38264.44449018941,106.29012358385948,917.6666666666666,8.743618516993687,2/3,30.26315789473684
28897,6407c4bd4d7c3f56aba5779a,125000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 920 478,Ciudad Monumental,Cáceres Capital,77,/es/comprar/vivienda/caceres-capital/terraza-patio-amueblado/176204715/d?from=list,6,2,190,No,0,No,Yes,No,No,No,No,29065,12500.0,425.0,285.0,57.9,225.0,82.74166666666666,25000,38264.44449018941,106.29012358385948,917.6666666666666,8.743618516993687,2/3,30.26315789473684
28999,6407c4bd4d7c3f56aba57800,125000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 920 478,Ciudad Monumental,Cáceres Capital,117,/es/comprar/vivienda/caceres-capital/terraza-patio-amueblado/165496244/d?from=list,6,2,219,No,0,No,Yes,No,No,No,No,29167,12500.0,497.5,328.5,57.9,225.0,92.40833333333335,25000,38264.44449018941,106.29012358385948,1004.6666666666666,9.671618516993686,2/3,30.26315789473684
29170,6407c4bd4d7c3f56aba578ab,140000,Casa o chalet,Casa o chalet con calefacción en Aguas Vivas - La Zambomba,924 150 618,Aguas Vivas - La Zambomba,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion/164017362/d?from=list,6,2,203,No,0,No,No,Yes,Yes,No,No,29338,14000.0,457.5,304.5,66.15,240.0,89.0125,40000,61223.11118430306,170.06419773417517,1031.3333333333333,9.267079627189895,2/3,71.42857142857143
29561,6407c4bd4d7c3f56aba57a32,66000,Casa o chalet,Casa o chalet con aire acondicionado en La Cañada,924 150 247,La Cañada,Cáceres Capital,280,/es/comprar/vivienda/caceres-capital/aire-acondicionado/162623603/d?from=list,3,1,82,No,0,No,No,No,Yes,No,No,29729,6600.0,155.0,123.0,25.450000000000003,166.0,39.12083333333333,0,0.0,0.0,574.6666666666666,8.851997245179064,1/3,18.493150684931507
29562,6407c4bd4d7c3f56aba57a33,90000,Casa o chalet,Casa o chalet con terraza en Nuevo Cáceres,927 135 081,Nuevo Cáceres,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/terraza/177031075/d?from=list,1,1,40,No,2,No,Yes,No,No,No,No,29730,9000.0,150.0,60.0,38.65,190.0,36.55416666666667,0,0.0,0.0,597.0,6.793282828282829,3/3,77.96610169491525
29591,6407c4bd4d7c3f56aba57a50,72000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,924 150 618,Ciudad Monumental,Cáceres Capital,6,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-amueblado/176489240/d?from=list,1,1,72,No,0,No,Yes,No,Yes,No,No,29759,7200.0,130.0,108.0,28.75,172.0,36.5625,0,0.0,0.0,629.0,8.976325757575758,1/3,67.93478260869564
29622,6407c4bd4d7c3f56aba57a6f,134900,Casa o chalet,Casa o chalet con terraza en Nuevo Cáceres,927 920 478,Nuevo Cáceres,Cáceres Capital,19,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-terraza-no-amueblado/164946862/d?from=list,5,2,120,No,0,No,Yes,Yes,No,No,No,29790,13490.0,250.0,180.0,63.345000000000006,234.9,60.687083333333334,34900,53417.16450830443,148.38101252306785,707.6666666666666,5.983182849723185,2/3,63.63636363636363
29650,6407c4bd4d7c3f56aba57a8b,72000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,924 150 618,Ciudad Monumental,Cáceres Capital,20,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza/163643222/d?from=list,3,1,198,No,0,No,Yes,No,Yes,No,No,29818,7200.0,445.0,297.0,28.75,172.0,78.5625,0,0.0,0.0,934.6666666666666,12.971275252525253,1/3,67.93478260869564
29768,6407c4bd4d7c3f56aba57b01,32260,Casa o chalet,Casa o chalet con 1 baño en La Cañada,924 150 618,La Cañada,Cáceres Capital,35,/es/comprar/vivienda/caceres-capital/la-canada/165458925/d?from=list,2,1,65,No,0,No,No,No,No,No,No,29936,3226.0,112.5,97.5,6.8930000000000025,167.74,32.05275,0,0.0,0.0,518.6666666666666,16.45541058445584,3/3,21.42857142857143
30043,6407c4bd4d7c3f56aba57c14,77000,Casa o chalet,Casa o chalet con terraza en Aguas Vivas - La Zambomba,924 150 618,Aguas Vivas - La Zambomba,Cáceres Capital,139,/es/comprar/vivienda/caceres-capital/terraza/164368629/d?from=list,4,1,114,No,0,No,Yes,No,No,No,No,30211,7700.0,235.0,171.0,31.5,177.0,51.208333333333336,0,0.0,0.0,694.6666666666666,9.11629279811098,3/3,75.0
30451,6407c4bd4d7c3f56aba57dac,134500,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 920 675,Ciudad Monumental,Cáceres Capital,84,/es/comprar/vivienda/caceres-capital/calefaccion-terraza/176135136/d?from=list,6,2,180,No,0,No,Yes,Yes,No,No,No,30619,13450.0,400.0,270.0,63.12500000000001,234.5,80.63541666666667,34500,52804.933396461405,146.6803705457261,887.6666666666666,7.924210553451286,2/3,66.66666666666666
30581,6407c4bd4d7c3f56aba57e2e,117300,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,924 150 618,Ciudad Monumental,Cáceres Capital,97,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza/162344095/d?from=list,3,2,85,No,0,No,Yes,Yes,No,No,No,30749,11730.0,162.5,127.5,53.665,217.3,46.747083333333336,17300,26478.995587211077,73.55276552003077,647.3333333333334,6.324401813759631,2/3,6.140350877192982
30885,6407c4bd4d7c3f56aba57f5e,100000,Casa o chalet,Casa o chalet con 1 baño en La Cañada,924 150 618,La Cañada,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/la-canada/165260262/d?from=list,1,1,123,No,0,No,No,No,No,No,No,31053,10000.0,257.5,184.5,44.15,200.0,57.17916666666667,0,0.0,0.0,692.0,7.617850000000001,2/3,40.78947368421053
30931,6407c4bd4d7c3f56aba57f8c,117500,Casa o chalet,Casa o chalet con aire acondicionado en Nuevo Cáceres,924 150 618,Nuevo Cáceres,Cáceres Capital,32,/es/comprar/vivienda/caceres-capital/aire-acondicionado/176680012/d?from=list,3,2,104,No,0,No,No,No,Yes,No,No,31099,11750.0,210.0,156.0,53.775,217.5,53.106249999999996,17500,26785.11114313259,74.40308650870165,621.3333333333334,5.925887961895581,2/3,21.21212121212121
30972,6407c4bd4d7c3f56aba57fb5,119900,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 131 359,Ciudad Monumental,Cáceres Capital,20,/es/comprar/vivienda/caceres-capital/jardin-terraza-patio/176237792/d?from=list,8,2,265,No,0,No,Yes,No,No,No,No,31140,11990.0,612.5,397.5,55.095000000000006,219.9,107.08291666666668,19900,30458.497814190774,84.60693837275215,1142.6666666666667,11.411721739526975,2/3,11.403508771929824
30991,6407c4bd4d7c3f56aba57fc8,59000,Casa o chalet,Casa o chalet con terraza en La Cañada,927 920 675,La Cañada,Cáceres Capital,21,/es/comprar/vivienda/caceres-capital/terraza/176790726/d?from=list,3,1,80,No,0,No,Yes,No,No,No,No,31159,5900.0,150.0,120.0,21.6,159.0,37.550000000000004,0,0.0,0.0,642.3333333333334,11.182434514637906,1/3,1.36986301369863
30992,6407c4bd4d7c3f56aba57fc9,127300,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,924 150 618,Ciudad Monumental,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/terraza/163984702/d?from=list,6,2,180,No,0,No,Yes,No,No,No,No,31160,12730.0,400.0,270.0,59.165,227.3,79.70541666666666,27300,41784.77338328685,116.06881495357457,887.6666666666666,8.302709220557105,2/3,41.228070175438596
31348,6407c4bd4d7c3f56aba5812d,124900,Casa o chalet,Casa o chalet con 2 baños en Ciudad Monumental,927 920 786,Ciudad Monumental,Cáceres Capital,151,/es/comprar/vivienda/caceres-capital/ciudad-monumental/165125594/d?from=list,6,2,180,No,0,No,No,No,No,No,No,31516,12490.0,400.0,270.0,57.845000000000006,224.9,79.39541666666666,24900,38111.38671222866,105.86496308952405,939.3333333333334,9.048875442925713,2/3,20.175438596491226
31961,6407c4bd4d7c3f56aba58392,52000,Casa o chalet,Casa o chalet con 1 baño en Nuevo Cáceres,Unknown,Nuevo Cáceres,Cáceres Capital,26,/es/comprar/vivienda/caceres-capital/nuevo-caceres/176826825/d?from=list,2,1,50,No,0,No,No,No,No,No,No,32129,5200.0,125.0,75.0,17.75,152.0,30.8125,0,0.0,0.0,488.6666666666667,9.605332167832167,1/3,21.153846153846153
32088,6407c4bd4d7c3f56aba58411,74000,Casa o chalet,Casa o chalet con 1 baño en Nuevo Cáceres,Unknown,Nuevo Cáceres,Cáceres Capital,57,/es/comprar/vivienda/caceres-capital/nuevo-caceres/176433395/d?from=list,3,1,80,No,0,No,No,No,No,No,No,32256,7400.0,150.0,120.0,29.85,174.0,39.487500000000004,0,0.0,0.0,570.6666666666666,7.830651105651105,3/3,2.542372881355932
32215,6407c4bd4d7c3f56aba58490,43000,Casa o chalet,Casa o chalet con aire acondicionado en Ciudad Monumental,927 135 081,Ciudad Monumental,Cáceres Capital,175,/es/comprar/vivienda/caceres-capital/aire-acondicionado-amueblado/162964567/d?from=list,1,1,30,No,0,No,No,No,Yes,No,No,32383,4300.0,175.0,45.0,12.800000000000002,157.0,32.483333333333334,0,0.0,0.0,460.0,10.846088794926004,1/3,8.695652173913043
33143,6407c4bd4d7c3f56aba58830,108000,Casa o chalet,Casa o chalet en La Cañada,Unknown,La Cañada,Cáceres Capital,98,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-trastero/165729246/d?from=list,4,2,120,No,0,Yes,No,Yes,No,No,No,33311,10800.0,250.0,180.0,48.550000000000004,208.0,57.2125,8000,12244.62223686061,34.01283954683503,699.3333333333334,7.29729592543798,2/3,57.89473684210527
33659,6407c4bd4d7c3f56aba58a34,38000,Casa o chalet,"Casa o chalet en Calle Río Danubio, La Cañada",924 926 346,La Cañada,Cáceres Capital,274,/es/comprar/vivienda/caceres-capital/la-canada/162005855/d?from=list,3,1,66,No,0,No,No,No,No,No,No,33827,3800.0,115.0,99.0,10.050000000000002,162.0,32.170833333333334,0,0.0,0.0,542.6666666666666,14.655382775119616,3/3,44.642857142857146
33917,6407c4bd4d7c3f56aba58b36,75000,Casa o chalet,Casa o chalet con 1 baño en La Cañada,927 135 081,La Cañada,Cáceres Capital,116,/es/comprar/vivienda/caceres-capital/la-canada/156019120/d?from=list,5,1,150,No,0,No,No,No,No,No,No,34085,7500.0,325.0,225.0,30.4,175.0,62.949999999999996,0,0.0,0.0,819.3333333333334,11.001939393939395,1/3,54.794520547945204
34807,6407c4bd4d7c3f56aba58eb0,118000,Casa o chalet,Casa o chalet con balcón en Mejostilla,927 920 478,Mejostilla,Cáceres Capital,33,/es/comprar/vivienda/caceres-capital/aire-acondicionado-patio-amueblado/164988403/d?from=list,7,2,139,No,0,Yes,No,No,Yes,No,No,34990,11800.0,297.5,208.5,54.050000000000004,218.0,64.83749999999999,18000,27550.400032936373,76.52888898037882,775.3333333333334,7.607603332235454,1/3,82.83582089552239
35459,6407c4bd4d7c3f56aba5913c,99000,Casa o chalet,Casa o chalet con calefacción en Ciudad Monumental,924 150 618,Ciudad Monumental,Cáceres Capital,133,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion/162343619/d?from=list,4,2,283,No,0,No,No,Yes,Yes,No,No,35664,9900.0,657.5,424.5,43.6,199.0,110.38333333333333,0,0.0,0.0,1351.3333333333333,14.891399999999999,3/3,73.55371900826447
36281,6407c4bd4d7c3f56aba59472,140000,Casa o chalet,Casa o chalet con terraza en La Cañada,927 920 171,La Cañada,Cáceres Capital,181,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-trastero/161466897/d?from=list,3,2,230,No,0,No,Yes,Yes,No,No,No,36514,14000.0,525.0,345.0,66.15,240.0,98.0125,40000,61223.11118430306,170.06419773417517,1030.6666666666667,9.151079627189898,2/3,94.73684210526316
36294,6407c4bd4d7c3f56aba5947f,150000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 920 179,Ciudad Monumental,Cáceres Capital,20,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-trastero-amueblado/165085150/d?from=list,2,1,206,No,0,No,Yes,Yes,No,No,No,36527,15000.0,465.0,309.0,71.65,250.0,91.30416666666667,50000,76528.88898037882,212.58024716771897,953.1666666666666,7.791387033987372,2/3,94.73684210526315
36687,6407c4bd4d7c3f56aba59608,146000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,90,/es/comprar/vivienda/caceres-capital/terraza-patio/176080054/d?from=list,5,2,150,No,0,No,Yes,No,No,No,No,36938,14600.0,325.0,225.0,69.45000000000002,246.0,72.12083333333334,46000,70406.57786194852,195.57382739430145,797.6666666666666,6.359664071268383,2/3,85.52631578947368
36691,6407c4bd4d7c3f56aba5960c,145000,Casa o chalet,Casa o chalet con aire acondicionado en Mejostilla,927 920 764,Mejostilla,Cáceres Capital,110,/es/comprar/vivienda/caceres-capital/aire-acondicionado-parking-trastero-patio/165600727/d?from=list,4,2,120,No,0,No,No,No,Yes,No,No,36942,14500.0,250.0,180.0,68.9,245.0,61.99166666666667,45000,68876.00008234095,191.32222245094707,699.3333333333334,5.352233330588636,3/3,70.1923076923077
36710,6407c4bd4d7c3f56aba5961f,120000,Casa o chalet,"Casa o chalet con terraza en Calle Villalobos, Ciudad Monumental",927 920 854,Ciudad Monumental,Cáceres Capital,104,/es/comprar/vivienda/caceres-capital/parking-terraza-patio/163157629/d?from=list,0,0,258,No,0,No,Yes,No,No,No,No,36961,12000.0,595.0,387.0,55.15,220.0,104.7625,20000,30611.55559215153,85.03209886708758,1112.0,11.066464813594948,2/3,14.473684210526315
36878,6407c4bd4d7c3f56aba596c7,90000,Casa o chalet,Casa o chalet con terraza en La Cañada,927 920 675,La Cañada,Cáceres Capital,84,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza/176135470/d?from=list,5,2,197,No,1,No,Yes,No,No,No,No,37129,9000.0,442.5,295.5,38.65,190.0,80.55416666666666,0,0.0,0.0,938.6666666666666,10.401363636363635,1/3,95.20547945205479
37203,6407c4bd4d7c3f56aba5980c,35000,Casa o chalet,"Casa o chalet en Plaza Avenida de la Constitucion Nº2, La Cañada",Unknown,La Cañada,Cáceres Capital,158,/es/comprar/vivienda/caceres-capital/terraza-trastero-amueblado/165121823/d?from=list,4,1,65,No,0,No,Yes,No,No,No,No,37454,3500.0,112.5,97.5,8.4,165.0,31.95,0,0.0,0.0,641.3333333333334,18.993766233766234,3/3,33.92857142857143
37656,6407c4bd4d7c3f56aba599d1,137000,Casa o chalet,Casa o chalet con calefacción en Mejostilla,927 130 862,Mejostilla,Cáceres Capital,48,/es/comprar/vivienda/caceres-capital/calefaccion/176170206/d?from=list,4,2,171,No,0,No,No,Yes,No,No,No,37907,13700.0,377.5,256.5,64.50000000000001,237.0,77.95833333333333,37000,56631.37784548034,157.30938290411206,903.3333333333334,8.016787405150657,3/3,34.61538461538461
37692,6407c4bd4d7c3f56aba599f5,68500,Casa o chalet,"Casa o chalet con 2 baños en Hervas Aldea Moret, La Cañada",927 920 852,La Cañada,Cáceres Capital,61,/es/comprar/vivienda/caceres-capital/parking-trastero/165661518/d?from=list,4,2,99,No,0,No,No,No,No,No,No,37943,6850.0,197.5,148.5,26.825000000000003,168.5,45.11041666666667,0,0.0,0.0,636.6666666666666,9.420935633709355,1/3,30.136986301369863
38021,6407c4bd4d7c3f56aba59b3e,125000,Casa o chalet,Casa o chalet con calefacción en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/calefaccion/176099292/d?from=list,4,1,125,No,0,No,No,Yes,No,No,No,38272,12500.0,262.5,187.5,57.9,225.0,61.074999999999996,25000,38264.44449018941,106.29012358385948,719.3333333333334,6.623618516993687,2/3,30.26315789473684
38053,6407c4bd4d7c3f56aba59b5e,105000,Casa o chalet,"Casa o chalet con 1 baño en Calle Parras, Ciudad Monumental",927 137 029,Ciudad Monumental,Cáceres Capital,130,/es/comprar/vivienda/caceres-capital/parking-jardin-trastero-no-amueblado/165360513/d?from=list,4,1,225,No,0,No,No,No,No,No,No,38304,10500.0,512.5,337.5,46.9,205.0,91.825,5000,7652.888898037882,21.258024716771896,1119.3333333333333,12.075003703398735,3/3,90.49586776859505
38055,6407c4bd4d7c3f56aba59b60,105000,Casa o chalet,Casa o chalet en Ciudad Monumental,927 920 179,Ciudad Monumental,Cáceres Capital,24,/es/comprar/vivienda/caceres-capital/no-amueblado/165270547/d?from=list,0,0,225,No,0,No,No,No,No,No,No,38306,10500.0,512.5,337.5,46.9,205.0,91.825,5000,7652.888898037882,21.258024716771896,1100.0,11.843003703398738,3/3,90.49586776859505
38078,6407c4bd4d7c3f56aba59b77,80000,Casa o chalet,Casa o chalet en Ciudad Monumental,927 920 179,Ciudad Monumental,Cáceres Capital,141,/es/comprar/vivienda/caceres-capital/no-amueblado/163229467/d?from=list,0,0,300,No,0,No,No,No,No,No,No,38329,8000.0,700.0,450.0,33.15,180.0,113.59583333333335,0,0.0,0.0,1400.0,17.541875,3/3,7.024793388429752
38079,6407c4bd4d7c3f56aba59b78,50000,Casa o chalet,"Casa o chalet con terraza en Calle Caleros, Ciudad Monumental",927 137 029,Ciudad Monumental,Cáceres Capital,82,/es/comprar/vivienda/caceres-capital/terraza-no-amueblado/165160634/d?from=list,3,1,110,No,0,No,Yes,No,No,No,No,38330,5000.0,225.0,165.0,16.65,150.0,46.387499999999996,0,0.0,0.0,679.6666666666666,13.816999999999998,1/3,14.130434782608695
38256,6407c4bd4d7c3f56aba59c29,140000,Casa o chalet,Casa o chalet con 2 baños en Centro,927 134 079,Centro,Cáceres Capital,35,/es/comprar/vivienda/caceres-capital/centro/176625414/d?from=list,4,2,140,No,0,No,No,No,No,No,No,38507,14000.0,300.0,210.0,66.15,240.0,68.0125,40000,61223.11118430306,170.06419773417517,796.3333333333334,6.699079627189899,2/3,71.76470588235294
38257,6407c4bd4d7c3f56aba59c2a,105000,Casa o chalet,Casa o chalet con 3 baños en Nuevo Cáceres,927 920 764,Nuevo Cáceres,Cáceres Capital,90,/es/comprar/vivienda/caceres-capital/nuevo-caceres/165358188/d?from=list,4,3,119,No,0,No,No,No,No,No,No,38508,10500.0,247.5,178.5,46.9,205.0,56.49166666666667,5000,7652.888898037882,21.258024716771896,695.3333333333334,7.411003703398738,3/3,96.61016949152543
38974,6407c4bd4d7c3f56aba59ef7,99000,Casa o chalet,Casa o chalet con 1 baño en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/ciudad-monumental/176099686/d?from=list,4,1,100,No,0,No,No,No,No,No,No,39225,9900.0,200.0,150.0,43.6,199.0,49.38333333333333,0,0.0,0.0,638.6666666666666,7.0714,3/3,73.55371900826447
39351,6407c4bd4d7c3f56aba5a070,89500,Casa o chalet,Casa o chalet con terraza en Centro,924 150 618,Centro,Cáceres Capital,71,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza/163978619/d?from=list,4,2,170,No,0,No,Yes,Yes,No,No,No,39602,8950.0,375.0,255.0,38.375,189.5,71.48958333333333,0,0.0,0.0,881.8333333333334,9.877221940071102,3/3,89.69072164948453
39454,6407c4bd4d7c3f56aba5a0d7,90000,Casa o chalet,Casa o chalet con 2 baños en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/ciudad-monumental/176099312/d?from=list,3,2,100,No,0,No,No,No,No,No,No,39705,9000.0,200.0,150.0,38.65,190.0,48.22083333333333,0,0.0,0.0,610.6666666666666,6.817525252525253,3/3,42.561983471074385
39724,6407c4bd4d7c3f56aba5a1e5,125000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-patio/162322648/d?from=list,6,2,175,No,0,No,Yes,No,Yes,No,No,39975,12500.0,387.5,262.5,57.9,225.0,77.74166666666666,25000,38264.44449018941,106.29012358385948,872.6666666666666,8.263618516993688,2/3,30.26315789473684
39735,6407c4bd4d7c3f56aba5a1f0,95000,Casa o chalet,Casa o chalet con terraza en Aguas Vivas - La Zambomba,927 920 764,Aguas Vivas - La Zambomba,Cáceres Capital,89,/es/comprar/vivienda/caceres-capital/terraza/165324904/d?from=list,3,1,104,No,0,No,Yes,No,No,No,No,39986,9500.0,210.0,156.0,41.4,195.0,50.199999999999996,0,0.0,0.0,667.6666666666666,7.409599999999998,1/3,37.5
39736,6407c4bd4d7c3f56aba5a1f1,40000,Casa o chalet,Casa o chalet con terraza en Nuevo Cáceres,927 920 764,Nuevo Cáceres,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/terraza/165358031/d?from=list,3,1,49,No,0,No,Yes,No,No,No,No,39987,4000.0,127.5,73.5,11.15,160.0,31.0125,0,0.0,0.0,611.3333333333334,15.82693181818182,1/3,11.538461538461538
39762,6407c4bd4d7c3f56aba5a20b,73000,Casa o chalet,Casa o chalet con 2 baños en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/patio/176099469/d?from=list,7,2,300,No,0,No,No,No,No,No,No,40013,7300.0,700.0,450.0,29.300000000000004,173.0,112.69166666666666,0,0.0,0.0,1419.3333333333333,19.52640099626401,1/3,72.82608695652173
39794,6407c4bd4d7c3f56aba5a22b,118000,Casa o chalet,Casa o chalet con 1 baño en Nuevo Cáceres,Unknown,Nuevo Cáceres,Cáceres Capital,16,/es/comprar/vivienda/caceres-capital/nuevo-caceres/176935712/d?from=list,3,1,105,No,0,No,No,No,No,No,No,40045,11800.0,212.5,157.5,54.050000000000004,218.0,53.50416666666666,18000,27550.400032936373,76.52888898037882,625.3333333333334,5.943603332235455,2/3,24.242424242424242
39795,6407c4bd4d7c3f56aba5a22c,54000,Casa o chalet,Casa o chalet con 1 baño en Nuevo Cáceres,Unknown,Nuevo Cáceres,Cáceres Capital,59,/es/comprar/vivienda/caceres-capital/nuevo-caceres/176414788/d?from=list,3,1,82,No,0,No,No,No,No,No,No,40046,5400.0,155.0,123.0,18.85,154.0,37.57083333333333,0,0.0,0.0,574.6666666666666,10.850420875420873,1/3,26.923076923076923
39797,6407c4bd4d7c3f56aba5a22e,55000,Casa o chalet,Casa o chalet con 1 baño en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,42,/es/comprar/vivienda/caceres-capital/ciudad-monumental/176527885/d?from=list,0,1,140,No,0,No,No,No,No,No,No,40048,5500.0,300.0,210.0,19.400000000000006,155.0,57.03333333333333,0,0.0,0.0,760.0,13.94314049586777,1/3,22.282608695652172
39844,6407c4bd4d7c3f56aba5a25d,90000,Casa o chalet,Casa o chalet con 1 baño en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,24,/es/comprar/vivienda/caceres-capital/ciudad-monumental/176099325/d?from=list,1,1,85,No,0,No,No,No,No,No,No,40095,9000.0,162.5,127.5,38.65,190.0,43.22083333333333,0,0.0,0.0,570.0,6.38520202020202,3/3,42.561983471074385
39845,6407c4bd4d7c3f56aba5a25e,79000,Casa o chalet,Casa o chalet con 1 baño en Ciudad Monumental,927 131 359,Ciudad Monumental,Cáceres Capital,11,/es/comprar/vivienda/caceres-capital/ciudad-monumental/157239667/d?from=list,2,1,70,No,0,No,No,No,No,No,No,40096,7900.0,125.0,105.0,32.6,179.0,36.800000000000004,0,0.0,0.0,528.6666666666666,6.7921749136939,3/3,2.479338842975207
